,SEASON_ID,POSITION,PERCENT_OF_TIME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,MATCHUP_MIN,PARTIAL_POSS,PLAYER_PTS,TEAM_PTS,MATCHUP_AST,MATCHUP_TOV,MATCHUP_BLK,MATCHUP_FGM,MATCHUP_FGA,MATCHUP_FG_PCT,MATCHUP_FG3M,MATCHUP_FG3A,MATCHUP_FG3_PCT,MATCHUP_FTM,MATCHUP_FTA,SFL
0,22019,TOTAL,1.0,1713,Vince Carter,60,345:26,1804.0,308,1985,51,36,21,108,277,0.39,32,111,0.288,60,76,34
1,22019,F,0.6212939240860558,1713,Vince Carter,59,214:37,1083.6,144,1086,27,21,8,51,127,0.402,16,55,0.291,26,33,15
2,22019,G,0.25746763742334544,1713,Vince Carter,60,88:56,502.8,104,589,21,13,7,35,108,0.324,14,53,0.264,20,26,10
3,22019,C,0.12123843849059882,1713,Vince Carter,59,41:53,217.6,60,310,3,2,6,22,42,0.524,2,3,0.667,14,17,9
4,22019,C,0.03914893617021276,2037,Jamal Crawford,1,0:05,0.6,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0
5,22019,F,0.46297872340425533,2037,Jamal Crawford,1,0:54,5.9,0,8,0,0,0,0,0,0.0,0,0,0.0,0,0,0
6,22019,TOTAL,1.0,2037,Jamal Crawford,1,1:58,13.5,4,16,0,0,0,1,1,1.0,1,1,1.0,1,2,0
7,22019,G,0.4978723404255319,2037,Jamal Crawford,1,0:59,7.0,4,8,0,0,0,1,1,1.0,1,1,1.0,1,2,0
8,22019,F,0.380218591897424,2199,Tyson Chandler,26,32:49,175.5,47,178,11,10,1,20,41,0.488,1,10,0.1,6,9,5
9,22019,C,0.4556830031282586,2199,Tyson Chandler,20,39:20,204.8,46,187,6,4,0,16,26,0.615,1,7,0.143,13,21,10
10,22019,TOTAL,1.0,2199,Tyson Chandler,26,86:19,470.5,140,507,35,26,2,54,115,0.47,6,34,0.176,26,41,20
11,22019,G,0.16409840497431738,2199,Tyson Chandler,26,14:10,90.2,47,142,18,12,1,18,48,0.375,4,17,0.235,7,11,5
12,22019,TOTAL,1.0,2544,LeBron James,67,922:37,4750.8,646,4824,163,110,25,262,624,0.42,72,233,0.309,50,67,25
13,22019,F,0.530667986574514,2544,LeBron James,67,489:36,2504.5,311,2309,64,51,14,123,296,0.416,36,122,0.295,29,40,15
14,22019,G,0.40907990620946794,2544,LeBron James,67,377:26,1940.5,266,2107,92,51,11,108,275,0.393,36,108,0.333,14,18,8
15,22019,C,0.06025210721601809,2544,LeBron James,63,55:35,305.8,69,408,7,8,0,31,53,0.585,0,3,0.0,7,9,2
16,22019,TOTAL,1.0,2546,Carmelo Anthony,57,720:24,3817.7,729,4353,122,68,22,266,579,0.459,107,272,0.393,90,116,50
17,22019,C,0.10537104043086776,2546,Carmelo Anthony,52,75:55,405.9,62,483,8,10,1,27,45,0.6,2,3,0.667,6,10,4
18,22019,F,0.6660682392352467,2546,Carmelo Anthony,57,479:50,2500.7,409,2660,65,38,17,153,335,0.457,52,146,0.356,51,67,28
19,22019,G,0.2285607203338855,2546,Carmelo Anthony,57,164:39,911.1,258,1210,49,20,4,86,199,0.432,53,123,0.431,33,39,18
20,22019,TOTAL,1.0,2594,Kyle Korver,57,377:19,2035.6,353,2139,70,42,8,135,324,0.417,39,118,0.331,44,60,30
21,22019,G,0.6317791107538185,2594,Kyle Korver,57,238:23,1282.9,189,1276,56,22,5,72,184,0.391,21,76,0.276,24,34,17
22,22019,C,0.03489933478802442,2594,Kyle Korver,48,13:10,74.9,44,132,2,2,2,18,33,0.545,1,3,0.333,7,11,6
23,22019,F,0.33332155445815703,2594,Kyle Korver,57,125:46,677.8,120,731,12,18,1,45,107,0.421,17,39,0.436,13,15,7
24,22019,TOTAL,1.0,2617,Udonis Haslem,4,17:35,86.3,31,100,8,7,0,13,20,0.65,2,3,0.667,3,3,1
25,22019,C,0.35296348980559505,2617,Udonis Haslem,4,6:12,30.9,11,32,1,3,0,5,6,0.833,0,0,0.0,1,1,1
26,22019,F,0.5003319108582267,2617,Udonis Haslem,4,8:48,40.8,10,42,4,1,0,4,9,0.444,0,1,0.0,2,2,0
27,22019,G,0.14670459933617827,2617,Udonis Haslem,4,2:35,14.6,10,26,3,3,0,4,5,0.8,2,2,1.0,0,0,0
28,22019,C,0.4114048433112579,2730,Dwight Howard,59,213:11,1050.2,144,937,23,12,6,59,125,0.472,5,20,0.25,21,27,13
29,22019,F,0.42813675004744245,2730,Dwight Howard,69,221:51,1136.2,329,1168,37,38,13,130,257,0.506,28,73,0.384,41,58,29
30,22019,G,0.1604584066412997,2730,Dwight Howard,69,83:09,452.9,319,747,83,49,17,126,280,0.45,20,70,0.286,47,59,26
31,22019,TOTAL,1.0,2730,Dwight Howard,69,518:10,2639.3,792,2852,143,99,36,315,662,0.476,53,163,0.325,109,144,68
32,22019,G,0.45254708243284963,2738,Andre Iguodala,20,73:17,370.7,74,374,41,13,7,26,72,0.361,8,28,0.286,14,16,8
33,22019,F,0.47551713491818465,2738,Andre Iguodala,20,77:01,400.0,60,459,16,11,8,22,67,0.328,9,33,0.273,7,11,5
34,22019,TOTAL,1.0,2738,Andre Iguodala,20,161:57,828.2,158,913,60,24,18,59,158,0.373,18,64,0.281,22,28,14
35,22019,C,0.07193578264896573,2738,Andre Iguodala,16,11:39,57.5,24,80,3,0,3,11,19,0.579,1,3,0.333,1,1,1
36,22019,F,0.38969236121465134,2747,JR Smith,6,13:04,66.9,4,89,3,0,0,1,10,0.1,1,6,0.167,1,2,0
37,22019,C,0.06013617613438696,2747,JR Smith,5,2:01,12.1,3,15,0,0,0,1,1,1.0,0,0,0.0,1,2,1
38,22019,G,0.5501714626509617,2747,JR Smith,6,18:27,97.4,31,108,1,1,0,11,24,0.458,7,15,0.467,2,2,1
39,22019,TOTAL,1.0,2747,JR Smith,6,33:32,176.4,38,212,4,1,0,13,35,0.371,8,21,0.381,4,6,2
40,22019,G,0.49284725292625603,2772,Trevor Ariza,52,282:23,1478.0,282,1528,80,45,6,102,239,0.427,40,114,0.351,38,41,14
41,22019,F,0.46530088660321595,2772,Trevor Ariza,52,266:36,1366.3,241,1567,48,31,2,92,198,0.465,18,62,0.29,39,49,13
42,22019,C,0.041851860470528,2772,Trevor Ariza,44,23:59,129.6,49,194,3,4,0,22,35,0.629,3,6,0.5,2,2,0
43,22019,TOTAL,1.0,2772,Trevor Ariza,52,572:58,2973.9,572,3289,131,80,8,216,472,0.458,61,182,0.335,79,92,27
44,22019,C,0.12852187222008568,101107,Marvin Williams,50,55:09,285.5,58,337,16,5,0,26,43,0.605,0,4,0.0,6,9,1
45,22019,F,0.6405893709673034,101107,Marvin Williams,57,274:51,1408.1,244,1441,49,33,9,93,222,0.419,26,84,0.31,32,40,15
46,22019,G,0.23088875681261095,101107,Marvin Williams,57,99:04,559.6,186,780,45,22,7,71,164,0.433,23,69,0.333,21,23,7
47,22019,TOTAL,1.0,101107,Marvin Williams,57,429:03,2253.2,488,2558,110,60,16,190,429,0.443,49,157,0.312,59,72,23
48,22019,TOTAL,1.0,101108,Chris Paul,70,870:47,4451.6,846,4873,171,109,8,340,692,0.491,96,274,0.35,70,92,35
49,22019,G,0.590836620597124,101108,Chris Paul,70,514:30,2630.3,456,2852,132,59,4,174,382,0.455,65,183,0.355,43,50,16
50,22019,F,0.3600582616068643,101108,Chris Paul,70,313:32,1581.5,311,1723,34,42,2,129,255,0.506,29,85,0.341,24,37,16
51,22019,C,0.04910511779601164,101108,Chris Paul,62,42:46,239.8,79,298,5,8,2,37,55,0.673,2,6,0.333,3,5,3
52,22019,G,0.12491827503175978,101133,Ian Mahinmi,38,39:10,241.1,156,365,33,26,15,64,152,0.421,14,40,0.35,14,22,11
53,22019,F,0.41998926280092064,101133,Ian Mahinmi,38,131:41,708.0,243,809,38,22,7,93,171,0.544,23,46,0.5,34,45,24
54,22019,C,0.4550924621673196,101133,Ian Mahinmi,31,142:42,721.3,121,737,22,33,1,49,86,0.57,6,15,0.4,17,28,12
55,22019,TOTAL,1.0,101133,Ian Mahinmi,38,313:33,1670.4,520,1911,93,81,23,206,409,0.504,43,101,0.426,65,95,47
56,22019,G,0.41517681728880157,101139,CJ Miles,10,28:11,148.4,34,181,3,3,0,10,24,0.417,4,11,0.364,10,10,2
57,22019,C,0.04201866404715128,101139,CJ Miles,10,2:51,17.7,11,24,0,0,1,5,9,0.556,0,0,0.0,1,2,1
58,22019,TOTAL,1.0,101139,CJ Miles,10,67:52,350.9,79,418,9,7,3,28,58,0.483,7,18,0.389,16,19,7
59,22019,F,0.5428045186640471,101139,CJ Miles,10,36:50,184.8,34,213,6,4,2,13,25,0.52,3,7,0.429,5,7,4
60,22019,F,0.6539442289521031,101141,Ersan Ilyasova,62,252:36,1354.7,252,1433,46,25,3,90,218,0.413,33,91,0.363,39,50,21
61,22019,C,0.1265009556929529,101141,Ersan Ilyasova,50,48:52,244.6,43,254,9,6,1,18,31,0.581,1,5,0.2,6,9,5
62,22019,G,0.21955481535494392,101141,Ersan Ilyasova,62,84:49,504.9,146,619,41,25,6,52,152,0.342,17,63,0.27,25,29,14
63,22019,TOTAL,1.0,101141,Ersan Ilyasova,62,386:17,2104.2,441,2306,96,56,10,160,401,0.399,51,159,0.321,70,88,40
64,22019,TOTAL,1.0,101150,Lou Williams,65,752:55,3923.1,669,4225,149,78,12,277,613,0.452,82,245,0.335,33,40,12
65,22019,G,0.681803390821009,101150,Lou Williams,65,513:20,2669.1,429,2807,113,58,10,176,404,0.436,62,179,0.346,15,17,4
66,22019,C,0.04552306701287662,101150,Lou Williams,62,34:17,188.3,38,225,4,2,0,16,32,0.5,1,5,0.2,5,7,3
67,22019,F,0.2726735421661144,101150,Lou Williams,65,205:18,1065.7,202,1193,32,18,2,85,177,0.48,19,61,0.311,13,16,5
68,22019,F,0.433368053891687,200746,LaMarcus Aldridge,52,286:23,1531.6,403,1662,94,40,29,163,373,0.437,38,105,0.362,39,55,31
69,22019,TOTAL,1.0,200746,LaMarcus Aldridge,52,660:50,3491.9,949,3980,244,97,60,403,906,0.445,67,200,0.335,76,102,56
70,22019,G,0.13295115498399743,200746,LaMarcus Aldridge,52,87:52,489.1,339,862,82,32,18,148,345,0.429,24,74,0.324,19,23,14
71,22019,C,0.43368079112431557,200746,LaMarcus Aldridge,45,286:35,1471.2,207,1456,68,25,13,92,188,0.489,5,21,0.238,18,24,11
72,22019,TOTAL,1.0,200752,Rudy Gay,66,567:24,2992.3,752,3285,141,73,24,287,627,0.458,101,247,0.409,77,100,47
73,22019,C,0.1216227330674014,200752,Rudy Gay,55,69:01,363.4,60,421,9,10,2,23,42,0.548,1,3,0.333,13,19,9
74,22019,G,0.2083110581074968,200752,Rudy Gay,66,118:12,654.7,296,887,52,23,16,113,253,0.447,42,98,0.429,28,33,15
75,22019,F,0.6700662088251018,200752,Rudy Gay,66,380:12,1974.2,396,1977,80,40,6,151,332,0.455,58,146,0.397,36,48,23
76,22019,TOTAL,1.0,200755,JJ Redick,60,647:20,3394.7,572,3953,117,49,8,219,423,0.518,73,163,0.448,61,82,36
77,22019,G,0.6539590424354148,200755,JJ Redick,60,423:20,2203.8,326,2440,80,35,7,121,254,0.476,48,113,0.425,36,46,18
78,22019,C,0.026227980288464015,200755,JJ Redick,50,16:59,102.5,37,190,2,3,0,18,27,0.667,0,0,0.0,1,3,2
79,22019,F,0.3198129772761211,200755,JJ Redick,60,207:02,1088.4,209,1323,35,11,1,80,142,0.563,25,50,0.5,24,33,16
80,22019,TOTAL,1.0,200757,Thabo Sefolosha,41,180:44,926.8,249,1020,53,37,10,95,197,0.482,24,60,0.4,35,39,17
81,22019,G,0.32258361998210944,200757,Thabo Sefolosha,41,58:18,308.8,123,421,29,17,6,49,98,0.5,10,26,0.385,15,17,7
82,22019,F,0.6053376614993038,200757,Thabo Sefolosha,40,109:24,547.0,113,546,23,19,4,41,89,0.461,14,33,0.424,17,18,9
83,22019,C,0.07207871851858683,200757,Thabo Sefolosha,31,13:02,71.0,13,53,1,1,0,5,10,0.5,0,1,0.0,3,4,1
84,22019,TOTAL,1.0,200765,Rajon Rondo,48,391:21,2009.9,347,2181,100,54,2,140,297,0.471,42,114,0.368,25,33,10
85,22019,C,0.040219409570209357,200765,Rajon Rondo,41,15:44,84.8,20,116,2,2,0,10,16,0.625,0,0,0.0,0,0,0
86,22019,G,0.6914510331669591,200765,Rajon Rondo,48,270:36,1365.2,213,1384,69,35,2,84,180,0.467,30,78,0.385,15,19,8
87,22019,F,0.26832955726283153,200765,Rajon Rondo,48,105:01,559.9,114,681,29,17,0,46,101,0.455,12,36,0.333,10,14,2
88,22019,F,0.33788605022724805,200768,Kyle Lowry,58,290:26,1478.8,301,1623,70,53,3,114,264,0.432,43,122,0.352,30,41,20
89,22019,C,0.06838576325872152,200768,Kyle Lowry,56,58:47,312.0,74,410,11,17,2,32,63,0.508,2,5,0.4,8,11,5
90,22019,G,0.5937281865140305,200768,Kyle Lowry,58,510:21,2560.9,493,2537,123,90,10,185,436,0.424,65,206,0.316,58,66,23
91,22019,TOTAL,1.0,200768,Kyle Lowry,58,859:34,4351.7,868,4570,204,160,15,331,763,0.434,110,333,0.33,96,118,48
92,22019,G,0.27778260905235,200782,P.J. Tucker,72,282:10,1534.9,507,2002,130,74,11,194,455,0.426,69,195,0.354,50,70,33
93,22019,C,0.17278716230074412,200782,P.J. Tucker,64,175:31,869.1,129,896,28,27,4,55,110,0.5,1,7,0.143,18,23,10
94,22019,F,0.5494302286469058,200782,P.J. Tucker,72,558:05,2782.8,599,2737,109,76,11,229,487,0.47,64,167,0.383,77,94,46
95,22019,TOTAL,1.0,200782,P.J. Tucker,72,1015:46,5186.8,1235,5635,267,177,26,478,1052,0.454,134,369,0.363,145,187,89
96,22019,TOTAL,1.0,200794,Paul Millsap,51,484:19,2448.2,682,2661,109,69,12,257,572,0.449,73,214,0.341,95,118,59
97,22019,G,0.2038445391164305,200794,Paul Millsap,51,98:44,518.4,221,640,39,30,3,77,167,0.461,33,73,0.452,34,40,19
98,22019,F,0.6442665712299634,200794,Paul Millsap,51,312:02,1560.0,368,1606,56,25,6,144,324,0.444,37,129,0.287,43,54,27
99,22019,C,0.15188888965360606,200794,Paul Millsap,47,73:34,369.8,93,415,14,14,3,36,81,0.444,3,12,0.25,18,24,13
100,22019,F,0.23726325205149146,200826,J.J. Barea,29,40:40,219.5,48,260,7,6,0,19,37,0.514,3,12,0.25,7,9,5
101,22019,G,0.7177303309609925,200826,J.J. Barea,29,123:02,643.3,119,681,39,24,2,47,93,0.505,16,34,0.471,9,10,2
102,22019,TOTAL,1.0,200826,J.J. Barea,29,171:25,906.9,175,1002,48,30,2,70,136,0.515,19,46,0.413,16,19,7
103,22019,C,0.04500641698751604,200826,J.J. Barea,26,7:43,44.1,8,61,2,0,0,4,6,0.667,0,0,0.0,0,0,0
104,22019,F,0.5612902104284188,201143,Al Horford,67,430:31,2280.6,537,2411,104,66,24,224,484,0.463,47,146,0.322,42,68,37
105,22019,C,0.2743587626357007,201143,Al Horford,57,210:26,1078.3,204,1074,51,28,6,91,157,0.58,9,23,0.391,13,16,8
106,22019,TOTAL,1.0,201143,Al Horford,67,767:00,4099.3,1165,4490,234,135,43,492,1040,0.473,92,268,0.343,89,125,65
107,22019,G,0.1643510269358806,201143,Al Horford,67,126:04,740.4,424,1005,79,41,13,177,399,0.444,36,99,0.364,34,41,20
108,22019,C,0.042111877366032405,201144,Mike Conley,41,22:34,127.1,47,186,4,4,0,22,42,0.524,1,7,0.143,2,2,1
109,22019,G,0.7597184246462422,201144,Mike Conley,47,407:03,2084.2,437,2129,106,55,3,162,358,0.453,53,153,0.346,60,75,29
110,22019,F,0.1981696979877254,201144,Mike Conley,47,106:11,549.3,164,699,13,11,1,72,128,0.563,14,42,0.333,6,7,2
111,22019,TOTAL,1.0,201144,Mike Conley,47,535:48,2760.6,648,3014,123,70,4,256,528,0.485,68,202,0.337,68,84,32
112,22019,TOTAL,1.0,201145,Jeff Green,48,391:52,2021.1,499,2241,92,48,14,199,426,0.467,45,134,0.336,56,80,33
113,22019,C,0.16225331745491664,201145,Jeff Green,44,63:35,316.4,59,308,9,11,0,25,47,0.532,1,5,0.2,8,10,3
114,22019,G,0.26584297380061245,201145,Jeff Green,48,104:11,553.4,180,696,40,17,9,72,167,0.431,20,61,0.328,16,25,11
115,22019,F,0.5719037087444709,201145,Jeff Green,48,224:07,1151.3,260,1237,43,20,5,102,212,0.481,24,68,0.353,32,45,19
116,22019,F,0.3390943193997856,201147,Corey Brewer,3,4:13,28.9,2,32,2,0,0,1,4,0.25,0,3,0.0,0,0,0
117,22019,TOTAL,1.0,201147,Corey Brewer,5,12:26,72.2,13,89,2,1,0,5,10,0.5,3,7,0.429,0,2,1
118,22019,G,0.589898177920686,201147,Corey Brewer,5,7:20,39.0,11,55,0,1,0,4,6,0.667,3,4,0.75,0,2,1
119,22019,C,0.0710075026795284,201147,Corey Brewer,4,0:53,4.3,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0
120,22019,C,0.29713658402707893,201149,Joakim Noah,4,5:25,33.1,9,44,0,1,0,4,4,1.0,0,0,0.0,1,1,1
121,22019,F,0.3308937883084805,201149,Joakim Noah,5,6:02,37.0,10,34,1,1,1,2,6,0.333,1,4,0.25,5,6,0
122,22019,G,0.3719696276644406,201149,Joakim Noah,5,6:47,44.6,16,41,5,3,0,7,25,0.28,0,4,0.0,2,3,2
123,22019,TOTAL,1.0,201149,Joakim Noah,5,18:13,114.7,35,119,6,5,1,13,35,0.371,1,8,0.125,8,10,3
124,22019,G,0.21167854388075574,201152,Thaddeus Young,64,134:01,759.8,284,990,66,30,8,107,234,0.457,43,109,0.394,27,29,10
125,22019,TOTAL,1.0,201152,Thaddeus Young,64,633:06,3278.7,857,3592,180,116,18,333,722,0.461,101,280,0.361,90,110,44
126,22019,F,0.7039454113236754,201152,Thaddeus Young,64,445:40,2240.1,496,2264,106,76,8,192,435,0.441,57,166,0.343,55,66,27
127,22019,C,0.08437604479556889,201152,Thaddeus Young,59,53:25,278.8,77,338,8,10,2,34,53,0.642,1,5,0.2,8,15,7
128,22019,G,0.6066896305974582,201158,Marco Belinelli,56,212:49,1116.5,172,1258,37,12,0,66,144,0.458,28,82,0.341,12,16,9
129,22019,TOTAL,1.0,201158,Marco Belinelli,56,350:48,1838.8,309,2099,61,22,1,123,253,0.486,39,119,0.328,24,32,16
130,22019,F,0.36817199192303124,201158,Marco Belinelli,56,129:09,677.0,106,758,24,9,1,42,89,0.472,10,34,0.294,12,16,7
131,22019,C,0.02513837747951063,201158,Marco Belinelli,43,8:49,45.3,31,83,0,1,0,15,20,0.75,1,3,0.333,0,0,0
132,22019,G,0.26995436341622425,201162,Jared Dudley,45,38:39,224.3,64,258,15,17,0,24,68,0.353,6,19,0.316,10,10,3
133,22019,C,0.09758312377759151,201162,Jared Dudley,33,13:58,68.4,20,80,0,1,0,9,14,0.643,1,1,1.0,1,2,1
134,22019,F,0.6324625128061843,201162,Jared Dudley,45,90:33,446.6,104,421,18,14,2,40,83,0.482,14,29,0.483,10,15,6
135,22019,TOTAL,1.0,201162,Jared Dudley,45,143:10,739.3,188,759,33,32,2,73,165,0.442,21,49,0.429,21,27,10
136,22019,G,0.29856115107913667,201163,Wilson Chandler,35,88:24,492.2,138,578,43,16,3,53,135,0.393,22,59,0.373,10,12,9
137,22019,F,0.6054536652368246,201163,Wilson Chandler,35,179:15,908.2,188,962,30,23,3,71,154,0.461,21,58,0.362,25,38,19
138,22019,TOTAL,1.0,201163,Wilson Chandler,35,296:04,1540.0,336,1682,74,41,7,127,298,0.426,43,117,0.368,39,56,31
139,22019,C,0.09598518368403869,201163,Wilson Chandler,28,28:25,139.6,10,142,1,2,1,3,9,0.333,0,0,0.0,4,6,3
140,22019,TOTAL,1.0,201188,Marc Gasol,44,469:40,2394.7,667,2334,128,120,25,278,605,0.46,38,112,0.339,73,94,42
141,22019,F,0.345545130658188,201188,Marc Gasol,44,162:18,843.3,212,821,44,35,9,87,213,0.408,12,41,0.293,26,29,15
142,22019,C,0.49119955713900443,201188,Marc Gasol,43,230:42,1117.9,164,915,35,37,7,70,152,0.461,3,18,0.167,21,34,14
143,22019,G,0.16325531220280762,201188,Marc Gasol,44,76:41,433.5,291,598,49,48,9,121,240,0.504,23,53,0.434,26,31,13
144,22019,F,0.6377941417441693,201229,Anthony Tolliver,55,214:05,1148.0,194,1286,44,23,2,76,183,0.415,21,56,0.375,21,38,20
145,22019,C,0.18221271059779234,201229,Anthony Tolliver,47,61:10,312.1,69,318,11,7,1,31,69,0.449,1,7,0.143,6,7,4
146,22019,G,0.17999314765803834,201229,Anthony Tolliver,55,60:25,365.0,133,480,33,21,3,52,107,0.486,18,34,0.529,11,14,6
147,22019,TOTAL,1.0,201229,Anthony Tolliver,55,335:39,1825.1,396,2084,88,51,6,159,359,0.443,40,97,0.412,38,59,30
148,22019,TOTAL,1.0,201565,Derrick Rose,49,505:46,2615.5,492,2929,181,77,15,203,458,0.443,54,157,0.344,32,44,22
149,22019,F,0.15053763440860216,201565,Derrick Rose,49,76:08,421.3,123,567,19,9,2,55,98,0.561,11,29,0.379,2,6,4
150,22019,C,0.05133148135332945,201565,Derrick Rose,47,25:58,145.7,44,207,7,4,0,21,40,0.525,1,6,0.167,1,1,1
151,22019,G,0.7981308842380684,201565,Derrick Rose,49,403:40,2048.5,325,2155,155,64,13,127,320,0.397,42,122,0.344,29,37,17
152,22019,G,0.6263606376059788,201566,Russell Westbrook,57,536:07,2715.4,379,2608,117,72,6,142,344,0.413,63,166,0.38,32,41,14
153,22019,F,0.3164254029824008,201566,Russell Westbrook,57,270:50,1420.9,300,1708,50,27,4,117,229,0.511,33,81,0.407,33,49,25
154,22019,C,0.05721395941162038,201566,Russell Westbrook,51,48:58,283.5,60,363,7,8,2,21,38,0.553,1,2,0.5,17,20,8
155,22019,TOTAL,1.0,201566,Russell Westbrook,57,855:55,4419.8,739,4679,174,107,12,280,611,0.458,97,249,0.39,82,110,47
156,22019,C,0.2418076096701007,201567,Kevin Love,49,160:56,828.5,146,942,33,17,5,68,129,0.527,4,18,0.222,6,9,3
157,22019,G,0.1629162555655166,201567,Kevin Love,56,108:26,682.6,329,948,77,29,7,140,272,0.515,35,87,0.402,14,19,9
158,22019,F,0.5952761347643827,201567,Kevin Love,56,396:11,2072.3,456,2261,86,35,5,195,382,0.51,41,120,0.342,25,37,22
159,22019,TOTAL,1.0,201567,Kevin Love,56,665:33,3583.4,931,4151,196,81,17,403,783,0.515,80,225,0.356,45,65,34
160,22019,TOTAL,1.0,201568,Danilo Gallinari,62,710:03,3665.7,718,4088,152,96,5,303,627,0.483,80,231,0.346,32,43,21
161,22019,F,0.67862273256469,201568,Danilo Gallinari,62,481:52,2434.7,363,2514,71,55,2,155,330,0.47,41,123,0.333,12,16,9
162,22019,C,0.10180455928193187,201568,Danilo Gallinari,54,72:17,378.2,116,487,12,12,0,53,78,0.679,2,7,0.286,8,13,4
163,22019,G,0.21957270815337815,201568,Danilo Gallinari,62,155:55,852.8,239,1087,69,29,3,95,219,0.434,37,101,0.366,12,14,8
164,22019,TOTAL,1.0,201569,Eric Gordon,36,428:48,2205.6,316,2512,97,58,11,116,300,0.387,29,114,0.254,55,71,31
165,22019,F,0.30307093745020075,201569,Eric Gordon,36,129:58,671.0,90,772,27,24,5,33,96,0.344,4,26,0.154,20,23,10
166,22019,G,0.646315535810761,201569,Eric Gordon,36,277:09,1425.4,182,1564,66,31,5,63,174,0.362,24,84,0.286,32,44,19
167,22019,C,0.050613526739038336,201569,Eric Gordon,34,21:42,109.2,44,176,4,3,1,20,30,0.667,1,4,0.25,3,4,2
168,22019,G,0.7890374469453572,201571,D.J. Augustin,57,433:28,2223.7,370,2232,137,54,0,145,348,0.417,49,165,0.297,31,41,16
169,22019,C,0.04310509597619026,201571,D.J. Augustin,49,23:41,138.5,32,172,5,0,0,16,25,0.64,0,3,0.0,0,0,0
170,22019,F,0.16785745707845262,201571,D.J. Augustin,56,92:13,503.9,73,559,17,8,0,31,73,0.425,5,25,0.2,6,6,2
171,22019,TOTAL,1.0,201571,D.J. Augustin,57,549:21,2866.1,475,2963,159,62,0,192,446,0.43,54,193,0.28,37,47,18
172,22019,F,0.41576419154437994,201572,Brook Lopez,67,304:57,1626.9,566,1592,90,47,44,219,541,0.405,77,189,0.407,51,69,37
173,22019,TOTAL,1.0,201572,Brook Lopez,67,733:29,3858.6,1353,3979,270,125,95,559,1310,0.427,135,358,0.377,100,134,69
174,22019,G,0.14963211735887985,201572,Brook Lopez,67,109:45,643.6,468,956,95,38,24,201,440,0.457,37,91,0.407,29,35,18
175,22019,C,0.4346036910967402,201572,Brook Lopez,57,318:46,1588.1,319,1431,85,40,27,139,329,0.422,21,78,0.269,20,30,14
176,22019,C,0.4124910397398465,201577,Robin Lopez,55,157:17,812.2,147,721,41,13,5,62,148,0.419,12,33,0.364,11,15,9
177,22019,TOTAL,1.0,201577,Robin Lopez,66,381:19,2064.6,722,2182,132,75,29,307,692,0.444,59,148,0.399,49,68,39
178,22019,G,0.15793223420808783,201577,Robin Lopez,66,60:13,367.3,277,609,52,30,11,123,274,0.449,20,43,0.465,11,13,8
179,22019,F,0.42957672605206565,201577,Robin Lopez,66,163:48,885.1,298,852,39,32,13,122,270,0.452,27,72,0.375,27,40,22
180,22019,TOTAL,1.0,201580,JaVale McGee,68,448:50,2344.0,700,2465,145,76,55,290,606,0.479,53,123,0.431,67,94,52
181,22019,C,0.4964315420491341,201580,JaVale McGee,56,222:49,1115.0,221,1018,52,22,9,94,160,0.588,11,23,0.478,22,36,19
182,22019,G,0.15211062590975255,201580,JaVale McGee,68,68:16,379.0,224,572,51,27,23,91,228,0.399,22,52,0.423,20,22,11
183,22019,F,0.3514578320411134,201580,JaVale McGee,68,157:45,850.0,255,875,42,27,23,105,218,0.482,20,48,0.417,25,36,22
184,22019,F,0.7326498422712934,201583,Ryan Anderson,2,4:39,24.0,3,25,1,2,0,1,2,0.5,0,0,0.0,1,2,1
185,22019,G,0.26735015772870663,201583,Ryan Anderson,2,1:42,8.0,2,9,2,0,0,1,2,0.5,0,1,0.0,0,0,0
186,22019,TOTAL,1.0,201583,Ryan Anderson,2,6:20,32.0,5,34,3,2,0,2,4,0.5,0,1,0.0,1,2,1
187,22019,C,0.04480767983394954,201584,Courtney Lee,20,5:45,36.5,12,50,0,4,0,6,8,0.75,0,0,0.0,0,2,0
188,22019,TOTAL,1.0,201584,Courtney Lee,24,128:29,711.6,140,796,35,14,5,54,110,0.491,13,40,0.325,19,27,11
189,22019,G,0.6565349938379711,201584,Courtney Lee,24,84:21,467.0,80,510,27,8,2,28,65,0.431,9,26,0.346,15,18,8
190,22019,F,0.2986573263280794,201584,Courtney Lee,24,38:22,208.1,48,236,8,2,3,20,37,0.541,4,14,0.286,4,7,3
191,22019,C,0.43214316152960036,201586,Serge Ibaka,53,261:58,1275.7,186,1115,35,51,6,80,178,0.449,9,33,0.273,17,29,13
192,22019,TOTAL,1.0,201586,Serge Ibaka,55,606:13,3061.6,848,3283,192,114,29,352,829,0.425,71,229,0.31,73,100,52
193,22019,G,0.192987086539704,201586,Serge Ibaka,55,116:60,636.4,372,915,96,32,9,152,363,0.419,39,119,0.328,29,38,21
194,22019,F,0.37486975193069566,201586,Serge Ibaka,55,227:15,1149.5,290,1253,61,31,14,120,288,0.417,23,77,0.299,27,33,18
195,22019,C,0.07957420185515972,201587,Nicolas Batum,20,14:38,74.8,23,125,5,2,0,11,18,0.611,0,1,0.0,1,2,1
