iter	Logloss
466	0.2550086662
467	0.2547271522
468	0.2545002017
469	0.2541323145
470	0.2537989988
471	0.2535325827
472	0.2531774299
473	0.2527783132
474	0.2523954463
475	0.2520322075
476	0.2516222786
477	0.2512509328
478	0.2507614425
479	0.2503113532
480	0.2497500504
481	0.2492704982
482	0.2489152543
483	0.2485726458
484	0.2483008393
485	0.2480526928
486	0.2476743328
487	0.2473642445
488	0.24701223
489	0.2464485525
490	0.2461329572
491	0.2458372697
492	0.2454316965
493	0.2448922355
494	0.2444576366
495	0.244133132
496	0.2437008165
497	0.2433402301
498	0.2428505777
499	0.242512835
500	0.2420969133
501	0.2417460107
502	0.2414916509
503	0.241064669
504	0.240821699
505	0.2403349374
506	0.2399016652
507	0.2394542247
508	0.2389341956
509	0.2384677042
510	0.2381481705
511	0.2377050461
512	0.237344339
513	0.2369367298
514	0.2365206586
515	0.2361043303
516	0.2357253963
517	0.2352928762
518	0.234854856
519	0.2346474306
520	0.2342679743
521	0.2339073361
522	0.233639458
523	0.2332744212
524	0.2328689207
525	0.2324705695
526	0.2321499952
527	0.231736731
528	0.2313036441
529	0.2307094295
530	0.2304190208
531	0.2299952737
532	0.2295935652
533	0.229276372
534	0.2290233338
535	0.2286887237
536	0.2282414709
537	0.2278127807
538	0.2274638207
539	0.2270650146
540	0.2267073762
541	0.2263934415
542	0.2259664975
543	0.2255425526
544	0.2252245818
545	0.2249027587
546	0.2246096425
547	0.2243313837
548	0.2239302867
549	0.2235021728
550	0.223070351
551	0.2227342609
552	0.2222505288
553	0.2218873716
554	0.2215244502
555	0.2212099196
556	0.2209834616
557	0.2205434113
558	0.2202324266
559	0.2197605586
560	0.2193955718
561	0.2190628969
562	0.2187322727
563	0.2183653775
564	0.2181675785
565	0.217828837
566	0.2173930939
567	0.2170830324
568	0.2167134186
569	0.216420401
570	0.2161172287
571	0.2157156864
572	0.2153389062
573	0.2148027726
574	0.214484408
575	0.2141893938
576	0.2139653965
577	0.2135887439
578	0.2132687215
579	0.212913449
580	0.2124744121
581	0.2120661046
582	0.2116656771
583	0.2112814398
584	0.2108992093
585	0.2106298524
586	0.2104099779
587	0.2100736453
588	0.2097162253
589	0.2092998551
590	0.2089183717
591	0.2086260443
592	0.2083151873
593	0.2080080267
594	0.2077436058
595	0.2074277563
596	0.2070391075
597	0.2067304312
598	0.2064194255
599	0.206088943
600	0.2058064996
601	0.2056054624
602	0.205370675
603	0.2050399257
604	0.2047389286
605	0.2043565489
606	0.2041378739
607	0.2037499575
608	0.2035700181
609	0.2032374538
610	0.2027434138
611	0.2024769854
612	0.2021222807
613	0.2018109633
614	0.2014037275
615	0.2010251508
616	0.2007079516
617	0.2003852657
618	0.2001646446
619	0.199823842
620	0.1994949923
621	0.1991850466
622	0.1988505855
623	0.198577479
624	0.1983132393
625	0.1980538141
626	0.1978459351
627	0.197670141
628	0.1974317717
629	0.1971958411
630	0.1968538152
631	0.1964851178
632	0.1961681466
633	0.1958835069
634	0.1956305759
635	0.1953188901
636	0.1951359515
637	0.1948340005
638	0.1945594723
639	0.1943951921
640	0.1941240778
641	0.1939006973
642	0.1935251966
643	0.1931819997
644	0.192898346
645	0.1925820198
646	0.192364251
647	0.1920878523
648	0.1917481198
649	0.1913789038
650	0.1910717535
651	0.1907754919
652	0.1905746397
653	0.1902547797
654	0.1900582293655	0.184059461
656	0.1837784269
657	0.1836111775
658	0.1834031702
659	0.1831635813
660	0.1827049566
661	0.1824124814
662	0.1821623184
663	0.1819195859
664	0.1816624651
665	0.1813477543
6666	0.1867285138667	0.1807700408
668	0.1805177884
669	0.1801978926
670	0.1799619342
671	0.1797349185
672	0.179437776
673	0.1792523477
674	0.1789599081
675	0.1786770265
676	0.1783702472
677	0.1780448824
678	0.1777829793
679	0.1774494087
680	0.1771552734
681	0.176927785
682	0.1766329744
683	0.1763939792
684	0.175841801
685	0.1756393983
686	0.1753291351
687	0.1750802835
688	0.174745026
689	0.1745561849
690	0.1742291832
691	0.1738642045
692	0.1735700149
693	0.17329381
694	0.1730875759
695	0.695	0.1789296845
696	0.1786364279
697	0.1783720381
698	0.1781349478
699	0.1779143176
700	0.1776780309
701	0.1773870605
702	0.177221132
703	0.177007704	0.1706912505
705	0.1704508757
706	0.1702542878
707	0.1700913405
708	0.1698977542
709	0.1696788659
710	0.169407893
711	0.169067251
712	0.1688688641
713	0.1685139774
714	0.1683773534
715	0.1681195533
716	0.1678789586
717	0.1676492951
718	0.1674012693
719	0.167237959
720	0.1670200965
721	0.1667049295
722	0.1664772958
723	0.1661725932
724	0.165876668
725	0.1656893826
726	0.1654524048
727	0.165231526
728	0.1650222321
729	0.1648231557
730	0.1645843917
731	0.164731	0.1696860672
732	0.1693507822
733	0.1690749417
734	0.1688591507
735	0.1686132245
736	0.1683952376
737	0.1681982395
738	0.1679997621
739	0.1678912561
740	0.1676343402
741	0.1672849978
742	0.1671014905
743	0.1668843084
744	0.166701287
745	0.1665057671
746	0.1663323211
747	0.1661461481
748	0.165910143
749	0.165663012
750	0.1653217244
751	0.1650567628
752	0.1648460404
753	0.1645816464
754	0.164285632
755	0.1640686953
756	0.163887127
757	0.1636697516
758	0.1633557518
759	0.1632106547
760	0.162939118
761	0.1628112431
762	0.1626253465
763	0.1624167655
764	0.1621745156
765	0.161902081
766	0.1617175275
767	0.1615432075
768	0.1612912375
769	0.1610861554
770	0.1609136072
771	0.1606751459
772	0.1604673413
773	0.1601965049
774	0.1599216696
775	0.1597379688
776	0.1596489189
777	0.1594823754
778	0.1592445853
779	0.1590952651
780	0.1588318041
781	0.1586464935
782	0.158400442
783	0.1581677032
784	0.1579644222
785	0.1577674205
786	0.1575860975
787	0.1573315456
788	0.1569781166
789	0.156780237
790	0.1565799627
791	0.1563741455
792	0.1561298906
793	0.1558820045
794	0.1557141492
795	0.1554691159
796	0.1552718608
797	0.1550900136
798	0.1548313429
799	0.1546106388
800	0.1544643039
801	0.1543058835
802	0.1540694525
803	0.1538156482
804	0.1536239936
805	0.1534304763
806	0.1532222524
807	0.1530449964
808	0.1527736692
809	0.1525821144
810	0.1524612526
811	0.1522421932
812	0.1520731709
813	0.151885855
814	0.1516634111
815	0.1514705005
816	0.1512340586
817	0.1510766767
818	0.1509145092
819	0.150706171
820	0.1503932124
821	0.1500585221
822	0.1498259386
823	0.1496548923
824	0.1494639703
825	0.1492808642
826	0.1490611323
827	0.1488510191
828	0.1486521923
829	0.1484622809
830	0.1483035456
831	0.1480886562
832	0.1478825898
833	0.1475629895
834	0.1473304845
835	0.1471630793
836	0.1470009652
837	0.1467942114
838	0.1466410463
839	0.1464434416
840	0.1462480127
841	0.1460194248
842	0.1458606288
843	0.1456963547
844	0.1455937965
845	0.1454122836
846	0.1452594531
847	0.1450533123
848	0.1447870639
849	0.1445877711
850	0.1444258732
851	0.1442291487
852	0.1440430425
853	0.1438857397
854	0.143708029
855	0.1435078266
856	0.1433058624
857	0.1431030197
858	0.1429000186
859	0.1426878587
860	0.1425430304
861	0.1423082147
862	0.1420715128
863	0.141903962
864	0.141797684
865	0.1415880695
866	0.1413991466
867	0.1412159768
868	0.141032292
869	0.140833108
870	0.140667486
871	0.1403840888
872	0.1402465692
873	0.1400412521
874	0.1398179224
875	0.1396341355
876	0.1394578326
877	0.1393177065
878	0.1390844865
879	0.1389241078
880	0.1387372091
881	0.1385663514
882	0.138415106
883	0.1383190679
884	0.138153572
885	0.1379864577
886	0.1377888031
887	0.1375857345
888	0.1374313158
889	0.1371983278
890	0.1370633041
891	0.1368423335
892	0.1366584464
893	0.1365242585
894	0.1363472295
895	0.1361975997
896	0.1360188147
897	0.1358850627
898	0.1357469443
899	0.1356099862
900	0.1354038482
901	0.1352146257
902	0.1350601322
903	0.1348551437
904	0.1347370057
905	0.134436938
906	0.1342685133
907	0.1340943196
908	0.1339393173
909	0.1337110088
910	0.1335086761
911	0.1333623808
912	0.1331896236
913	0.1329935698
914	0.1327970989
915	0.1326487736
916	0.1325075357
917	0.1323444357
918	0.1321582542
919	0.1318918071
920	0.1317526706
921	0.1316178194
922	0.1314656583
923	0.1313279706
924	0.1311450309
925	0.1310005742
926	0.1307967031
927	0.1305609751
928	0.1303287126
929	0.1301361617
930	0.1300299538
931	0.1298601499
932	0.1296929266
933	0.1295600646
934	0.1294055572
935	0.129217961
936	0.1290274379
937	0.1288559982
938	0.1286666906
939	0.1284518203
940	0.1283400272
941	0.1281937838
942	0.1280600855
943	0.1279198382
944	0.1277730719
945	0.1276086855
946	0.1274345669
947	0.1273048682
948	0.1271750794
949	0.1270285609
950	0.1269159304
951	0.1267495842
952	0.1266701418
953	0.1264726229
954	0.1263220226
955	0.1261593803
956	0.1259882624
957	0.1257454215
958	0.1255348351
959	0.1253383326
960	0.1252035164
961	0.125046872
962	0.1249051215
963	0.1247187064
964	0.1246449217
965	0.1244105208
966	0.1242671312
967	0.1241364764
968	0.1239878725
969	0.1238107004
970	0.1235946485
971	0.1234469021
972	0.1232700223
973	0.1231278926
974	0.1229940902
975	0.1228247131
976	0.1226575175
977	0.1225312338
978	0.1223418031
979	0.1221960725
980	0.1220126271
981	0.1218828813
982	0.1217335439
983	0.1216298895
984	0.1214662385
985	0.1212885586
986	0.1211322232
987	0.1210535744
988	0.1209383676
989	0.1207838596
990	0.1206216847
991	0.1204769611
992	0.1203466317
993	0.1201508711
994	0.1199990857
995	0.1198219402
996	0.1196784551
997	0.1195541018
998	0.1194268667
999	0.1193210906
1174143765
