,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,oppAbrv,GAME_ID,GAME_DATE,overUnder,hitRateLast5,hitRateLast10,hitRateLast20,hitRateSeason,hitRateVsOpp,hitRateSum,totalHitRateOverFifty,hitRateEdgeFactor,traded,OpponentPerformanceComparisonMAFlag,playerImpactComparisonMAFlag,OppDefensiveRanking,OppDefensiveRating,againstTopQuortileDefense,againstTopHalfDefense,Market Name,Site Less,Site More,Position
55,1630529,Herbert Jones,NOP,NYK,22300837,2024-02-27,1,0.600000,0.700000,0.600000,0.380000,0.330000,2.610000,3,0,0,0,1,14.0,113.31724137931033,0,1,3PT Made,-145,-115,F
56,1630529,Herbert Jones,NOP,NYK,22300837,2024-02-27,0,0.400000,0.400000,0.400000,0.450000,0.330000,1.980000,0,0,0,1,1,14.0,113.31724137931033,0,1,Assists,-148,-114,F
57,1630529,Herbert Jones,NOP,IND,22300863,2024-03-01,0,1.000000,0.900000,0.600000,0.440000,1.000000,3.940000,4,0,0,1,0,26.0,118.81666666666666,0,0,Points,-120,-141,F
58,1630529,Herbert Jones,NOP,IND,22300863,2024-03-01,0,0.800000,0.700000,0.500000,0.400000,1.000000,3.400000,3,0,0,1,0,26.0,118.81666666666666,0,0,PTS+REB+AST,-145,-117,F
59,1630529,Herbert Jones,NOP,TOR,22300890,2024-03-05,1,0.800000,0.700000,0.550000,0.480000,0.330000,2.860000,3,0,0,1,0,24.0,117.11803278688524,0,0,PTS+REB+AST,-125,-136,F
60,1630529,Herbert Jones,NOP,TOR,22300890,2024-03-05,1,0.800000,0.800000,0.600000,0.490000,0.330000,3.020000,3,0,0,1,0,24.0,117.11803278688524,0,0,Points,-125,-134,F
61,1630529,Herbert Jones,NOP,TOR,22300890,2024-03-05,0,0.400000,0.600000,0.500000,0.540000,0.670000,2.710000,3,0,0,1,0,24.0,117.11803278688524,0,0,Rebounds,-115,-145,F
62,1630529,Herbert Jones,NOP,PHI,22300909,2024-03-08,0,0.800000,0.800000,0.600000,0.490000,0.000000,2.690000,3,0,0,1,0,7.0,110.47741935483872,1,1,Points,-113,-150,F
63,1630529,Herbert Jones,NOP,PHI,22300909,2024-03-08,0,0.800000,0.800000,0.550000,0.490000,0.000000,2.640000,3,0,0,0,0,7.0,110.47741935483872,1,1,PTS+REB+AST,-122,-139,F
64,1630529,Herbert Jones,NOP,PHI,22300909,2024-03-08,0,0.200000,0.600000,0.450000,0.540000,0.000000,1.790000,2,0,0,1,0,7.0,110.47741935483872,1,1,Rebounds,-127,-134,F
65,1630529,Herbert Jones,NOP,PHI,22300909,2024-03-08,0,0.600000,0.600000,0.600000,0.400000,0.000000,2.200000,3,0,0,1,0,7.0,110.47741935483872,1,1,3PT Made,-141,-120,F
66,1630529,Herbert Jones,NOP,ATL,22300925,2024-03-10,0,0.600000,0.700000,0.600000,0.550000,1.000000,3.450000,5,1,0,1,0,26.0,118.66984126984127,0,0,Points,-106,-162,F
67,1630529,Herbert Jones,NOP,ATL,22300925,2024-03-10,0,0.600000,0.700000,0.600000,0.540000,1.000000,3.440000,5,1,0,1,0,26.0,118.66984126984127,0,0,PTS+REB+AST,-127,-134,F
68,1630529,Herbert Jones,NOP,ATL,22300925,2024-03-10,0,0.400000,0.500000,0.600000,0.400000,0.000000,1.900000,1,0,0,0,0,26.0,118.66984126984127,0,0,3PT Made,-148,-114,F
69,1630529,Herbert Jones,NOP,CLE,22300951,2024-03-13,0,0.400000,0.600000,0.600000,0.520000,0.000000,2.120000,3,0,0,1,0,9.0,111.05999999999999,0,1,PTS+REB+AST,-130,-129,F
70,1630529,Herbert Jones,NOP,CLE,22300951,2024-03-13,0,0.400000,0.600000,0.600000,0.540000,0.500000,2.640000,3,0,0,1,0,9.0,111.05999999999999,0,1,Points,-127,-132,F
71,1630529,Herbert Jones,NOP,CLE,22300951,2024-03-13,1,0.200000,0.400000,0.450000,0.520000,0.000000,1.570000,1,0,0,1,0,9.0,111.05999999999999,0,1,Rebounds,-134,-125,F
72,1630529,Herbert Jones,NOP,LAC,22300964,2024-03-15,1,0.200000,0.600000,0.650000,0.570000,0.600000,2.620000,4,0,0,0,0,19.0,114.77230769230769,0,0,PTS+REB+AST,-117,-143,F
73,1630529,Herbert Jones,NOP,LAC,22300964,2024-03-15,0,0.200000,0.600000,0.600000,0.540000,0.600000,2.540000,4,0,0,0,0,19.0,114.77230769230769,0,0,Points,-139,-122,F
