,Line,Site Less,Site More,Prediction,Lean,DFS Pickem Sites Factor,Sportsbooks Factor,RotoWire Projection Factor,Hit Rate Factor,RotoWire Projection,Weighted Hit Rate,At Home,Average Line Variance,Implied Less ,Implied More ,Hit Rate Last 10,Hit Rate Last 10 Outcomes,Hit Rate Last 20 Outcomes,Hit Rate Last 30 Outcomes,Hit Rate Last 5 Outcomes,Hit Rate Previous Season,Hit Rate Season,Hit Rate Vs Opponent,RotoWire Projection Difference,RotoWire Projection Difference ,PrizePicks,PrizePicks Line,Underdog,Underdog Line,DraftKings Pick6,DraftKings Pick6 Line,BetMGM Line,BetMGM Less,BetMGM More,BetMGM Less ,BetMGM More ,BetRivers Line,BetRivers Less,BetRivers More,BetRivers Less ,BetRivers More ,DraftKings Line,DraftKings Less,DraftKings More,DraftKings Less ,DraftKings More ,FanDuel Line,FanDuel Less,FanDuel More,FanDuel Less ,FanDuel More ,PointsBet Line,PointsBet Less,PointsBet More,PointsBet Less ,PointsBet More 
810,14.5,-132,-129,-8.5,0,0,7,-42.9,-30.0,13.21,38,1,0.1,50,50,30,110000010,1.1e+18,1.1000000000000002e+28,1100,23,34,0,-1.29,-8.88,14.5,14.5,14.5,14.5,-1,-1,14.5,-115,-115,50,50,15.5,115,114,50,50,14.5,-115,-115,50,50,14.5,-113,-113,50,50,14.5,-110,-120,49,51
811,1.5,-117,-145,8.4,1,0,6.9,14.6,25.0,1.79,60,1,0,48,52,60,1000110111,1e+19,1.0000000000000001e+29,10001,71,58,100,0.29,19.49,1.5,1.5,1.5,1.5,-1,-1,1.5,-105,-130,48,52,-1,-1,-1,-1,-1,1.5,-105,-125,48,52,1.5,102,-130,47,53,1.5,105,-140,46,54
812,2.5,-120,-141,8.2,1,0,4.6,36.7,7.5,3.23,53,0,0,48,52,50,111010100,1.11e+18,1.11e+28,1110,53,57,33,0.73,29.37,2.5,2.5,-1,-1,-1,-1,2.5,-105,-125,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
813,8.5,-139,-121,-8.2,0,0,-3,-10.0,-37.5,8.2,35,1,0,52,48,40,1000101001,1e+19,1.0000000000000001e+29,10001,61,38,85,-0.3,-3.54,8.5,8.5,8.5,8.5,-1,-1,8.5,-125,-105,52,48,8.5,-118,-113,51,49,8.5,-125,-105,52,48,8.5,-130,102,53,47,8.5,-125,-105,52,48
814,9.5,-139,-121,-8.2,0,0,-7.2,-17.6,-20.0,8.97,42,1,0.1,52,48,40,110011,1100000000000000.0,1.0999999999999998e+25,1,79,71,83,-0.53,-5.55,9.5,9.5,9.5,9.5,-1,-1,9.5,-125,-110,51,49,9.5,110,-103,48,52,9.5,-125,-105,52,48,9.5,-128,100,53,47,8.5,100,-130,47,53
815,26.5,-124,-136,8.1,1,0,1,-6.0,57.5,26.32,73,0,0,49,51,80,1111001111,1.11e+19,1.11e+29,11110,6,39,15,-0.18,-0.68,26.5,26.5,26.5,26.5,-1,-1,26.5,-110,-120,49,51,-1,-1,-1,-1,-1,26.5,-110,-120,49,51,-1,-1,-1,-1,-1,26.5,-115,-115,50,50
816,23.5,-134,-127,8.1,1,0,17.6,-7.3,20.0,23.28,58,0,0.4,51,49,60,10110111,1.01e+17,1.0100000000000001e+27,101,59,65,33,-0.22,-0.93,23.5,23.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.5,100,-107,49,51,23.5,-105,-125,48,52,24.5,-125,-102,52,48,23.5,-105,-125,48,52
817,1.5,-129,-130,7.9,1,0,0.8,5.8,45.0,1.62,68,0,0,50,50,80,111011111,1.11e+18,1.11e+28,1110,28,44,44,0.12,7.78,1.5,1.5,1.5,1.5,-1,-1,1.5,-115,-115,50,50,1.5,-110,-121,49,51,1.5,-115,-115,50,50,1.5,-115,-111,50,50,1.5,-110,-120,49,51
818,37.5,-121,-139,-7.9,0,0,7.9,-65.9,-5.0,35.52,48,1,0.1,48,52,50,1001100110,1e+19,1.0000000000000001e+29,10011,14,44,10,-1.98,-5.27,37.5,37.5,37.5,37.5,-1,-1,37.5,-105,-125,48,52,38.5,106,106,50,50,37.5,-105,-125,48,52,37.5,-113,-113,50,50,37.5,-115,-115,50,50
819,8.5,-139,-121,7.8,1,0,0,57.0,-5.0,10.21,48,1,0,52,48,50,100101011,1e+18,1e+28,1001,44,55,0,1.71,20.1,-1,-1,8.5,8.5,-1,-1,8.5,-125,-105,52,48,8.5,118,-109,47,53,8.5,-120,-110,51,49,8.5,-113,-113,50,50,8.5,-115,-115,50,50
821,30.5,-141,-120,-7.8,0,0,-17.4,8.9,-20.0,30.77,42,0,0.3,52,48,40,1001000110,1e+19,1.0000000000000001e+29,10010,26,40,18,0.27,0.88,30.5,30.5,30.5,30.5,-1,-1,30.5,-125,-105,52,48,-1,-1,-1,-1,-1,30.5,-125,-105,52,48,29.5,-108,-118,49,51,29.5,-110,-120,49,51
822,3.5,-148,-114,-7.6,0,0,-7.5,7.1,-40.0,3.64,34,1,0,53,47,30,10101000,1.01e+17,1.0100000000000001e+27,101,33,32,50,0.14,4.07,-1,-1,3.5,3.5,-1,-1,3.5,-135,100,53,47,-1,-1,-1,-1,-1,3.5,-130,100,53,47,3.5,-132,104,54,46,3.5,-130,100,53,47
823,16.5,-122,-137,7.5,1,0,14.2,24.6,-7.5,17.24,47,1,0.3,49,51,40,1100100001,1.1e+19,1.1e+29,11001,53,52,19,0.74,4.47,-1,-1,16.5,16.5,-1,-1,16.5,-110,-120,49,51,17.5,114,114,50,50,16.5,-110,-120,49,51,17.5,-113,-113,50,50,16.5,-110,-120,49,51
824,5.5,-114,-148,7.5,1,0,6.7,6.9,27.5,5.64,61,1,0,47,53,60,1110000111,1.11e+19,1.11e+29,11100,57,57,42,0.14,2.51,-1,-1,5.5,5.5,-1,-1,5.5,100,-130,47,53,-1,-1,-1,-1,-1,5.5,100,-130,47,53,5.5,104,-132,46,54,5.5,-105,-125,48,52
825,10.5,-137,-122,-7.3,0,0,-0.6,-4.5,-42.5,10.36,33,0,0,51,49,30,1001001,1e+16,1e+26,10,28,39,33,-0.14,-1.3,10.5,10.5,10.5,10.5,-1,-1,10.5,-120,-110,51,49,10.5,123,-107,46,54,10.5,-120,-110,51,49,10.5,-120,-106,51,49,10.5,-125,-105,52,48
827,11.5,-148,-114,7.2,1,0,-3.9,29.5,27.5,12.38,61,0,0,53,47,60,1100011110,1.1e+19,1.1e+29,11000,78,50,84,0.88,7.69,11.5,11.5,11.5,11.5,-1,-1,11.5,-135,100,53,47,-1,-1,-1,-1,-1,11.5,-130,100,53,47,11.5,-128,100,53,47,11.5,-120,-110,51,49
828,4.5,-125,-134,7.1,1,0,0.1,34.7,12.5,5.19,55,0,0,49,51,60,1000111101,1e+19,1.0000000000000001e+29,10001,51,50,20,0.69,15.43,4.5,4.5,4.5,4.5,-1,-1,4.5,-110,-120,49,51,-1,-1,-1,-1,-1,4.5,-110,-120,49,51,4.5,-122,-104,52,48,-1,-1,-1,-1,-1
829,0.5,-145,-117,-7.1,0,-1,-4.1,7.2,-45.0,0.61,32,1,0,52,48,20,100000100,1e+18,1e+28,1000,47,45,48,0.11,21.63,-1,-1,-1,-1,-1,-1,0.5,-130,-105,52,48,0.5,-117,-114,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
830,21.5,-129,-132,7.0,1,0,5.4,-10.9,45.0,21.17,68,0,0.1,50,50,70,1111110010,1.11e+19,1.11e+29,11111,87,52,100,-0.33,-1.52,21.5,21.5,21.5,21.5,-1,-1,21.5,-115,-120,50,50,22.5,-113,112,53,47,21.5,-115,-115,50,50,21.5,-111,-115,50,50,21.5,-125,-105,52,48
831,17.5,-121,-139,7.0,1,0,10.4,15.0,7.5,17.95,53,1,0.2,48,52,60,10101111,1.01e+17,1.0100000000000001e+27,101,47,43,50,0.45,2.57,17.5,17.5,17.5,17.5,-1,-1,17.5,-105,-125,48,52,-1,-1,-1,-1,-1,17.5,-105,-125,48,52,18.5,-111,-115,50,50,17.5,-110,-120,49,51
832,1.5,-129,-132,7.0,1,0,0.6,-2.2,47.5,1.46,69,0,0,50,50,70,1011110110,1.01e+19,1.01e+29,10111,36,35,24,-0.04,-2.93,1.5,1.5,-1,-1,-1,-1,1.5,-115,-120,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,-113,-113,50,50,-1,-1,-1,-1,-1
833,12.5,-124,-136,7.0,1,0,1.3,5.9,37.5,12.68,65,0,0,49,51,80,101111111,1.01e+18,1.01e+28,1011,26,25,18,0.18,1.42,12.5,12.5,12.5,12.5,-1,-1,12.5,-110,-120,49,51,-1,-1,-1,-1,-1,12.5,-110,-120,49,51,12.5,-106,-120,49,51,12.5,-115,-115,50,50
834,27.5,-132,-129,-6.8,0,0,0,-30.4,-15.0,26.59,44,0,0,50,50,40,1000001101,1e+19,1.0000000000000001e+29,10000,30,48,0,-0.91,-3.32,27.5,27.5,27.5,27.5,-1,-1,27.5,-115,-115,50,50,-1,-1,-1,-1,-1,27.5,-115,-115,50,50,27.5,-113,-113,50,50,27.5,-115,-115,50,50
835,1.5,-143,-117,-6.8,0,0,-5.5,-2.3,-30.0,1.45,38,0,0,52,48,40,110001010,1.1e+18,1.1000000000000002e+28,1100,26,27,0,-0.05,-3.1,1.5,1.5,-1,-1,-1,-1,1.5,-130,-105,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
836,0.5,-134,-125,-6.8,0,-1,-4.3,2.4,-37.5,0.54,35,0,0,51,49,30,100100100,1e+18,1e+28,1001,34,33,31,0.04,7.32,-1,-1,-1,-1,-1,-1,0.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-122,-104,52,48,-1,-1,-1,-1,-1
837,32.5,-127,-132,6.8,1,0,6.3,32.8,-2.5,33.49,49,0,0.1,50,50,50,1010111000,1.01e+19,1.01e+29,10101,26,48,0,0.99,3.03,32.5,32.5,32.5,32.5,-1,-1,32.5,-115,-120,50,50,33.5,107,105,50,50,32.5,-115,-115,50,50,32.5,-122,-104,52,48,32.5,-115,-115,50,50
838,12.5,-150,-113,6.7,1,0,-3,21.5,30.0,13.14,62,0,0,53,47,70,1111010011,1.11e+19,1.11e+29,11110,23,32,43,0.64,5.15,12.5,12.5,12.5,12.5,-1,-1,12.5,-135,100,53,47,12.5,-112,-120,49,51,12.5,-130,100,53,47,12.5,-130,102,53,47,12.5,-120,-110,51,49
840,34.5,-136,-124,6.6,1,0,12.3,-9.5,25.0,34.22,60,0,0.3,51,49,60,10110111,1.01e+17,1.0100000000000001e+27,101,55,67,40,-0.28,-0.82,34.5,34.5,34.5,34.5,-1,-1,34.5,-120,-110,51,49,35.5,100,-108,49,51,34.5,-125,-105,52,48,35.5,-125,-102,52,48,34.5,-110,-120,49,51
842,5.5,-129,-130,6.6,1,0,1.1,51.6,-10.0,6.53,46,0,0,50,50,40,11001001,1.1e+17,1.1000000000000001e+27,110,49,60,38,1.03,18.75,5.5,5.5,5.5,5.5,-1,-1,5.5,-115,-115,50,50,5.5,-109,-122,49,51,5.5,-115,-115,50,50,5.5,-108,-118,49,51,5.5,-115,-115,50,50
843,5.5,-118,-143,6.3,1,0,3.7,56.2,-22.5,6.62,41,0,0,48,52,50,1001111,1e+16,1e+26,10,18,38,23,1.12,20.43,-1,-1,5.5,5.5,-1,-1,5.5,-105,-130,48,52,-1,-1,-1,-1,-1,5.5,-105,-125,48,52,5.5,-113,-113,50,50,5.5,-105,-125,48,52
844,38.5,-134,-125,-6.3,0,0,-1.8,-20.1,-17.5,37.9,43,0,0,51,49,40,1000001101,1e+19,1.0000000000000001e+29,10000,30,41,0,-0.6,-1.56,38.5,38.5,38.5,38.5,-1,-1,38.5,-120,-110,51,49,-1,-1,-1,-1,-1,38.5,-120,-110,51,49,38.5,-122,-104,52,48,38.5,-120,-110,51,49
846,11.5,-141,-120,-6.2,0,0,0.9,-75.9,32.5,9.22,63,0,0,52,48,70,1101111100,1.1e+19,1.1e+29,11011,-1,22,100,-2.28,-19.8,11.5,11.5,11.5,11.5,-1,-1,11.5,-125,-105,52,48,11.5,114,-110,47,53,11.5,-105,-125,48,52,11.5,-113,-113,50,50,11.5,-115,-115,50,50
847,0.5,-118,-143,6.2,1,0,7.4,11.6,12.5,0.67,55,0,0,48,52,60,1010111001,1.01e+19,1.01e+29,10101,55,51,80,0.17,34.91,0.5,0.5,-1,-1,-1,-1,0.5,-105,-130,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
848,3.5,-152,-112,-6.1,0,0,-7.5,-0.7,-22.5,3.49,41,1,0,53,47,40,100100110,1e+18,1e+28,1001,88,65,53,-0.01,-0.39,-1,-1,3.5,3.5,-1,-1,3.5,-135,100,53,47,3.5,-148,110,56,44,3.5,-130,100,53,47,3.5,-125,-102,52,48,3.5,-125,-105,52,48
849,4.5,-129,-132,6.0,1,0,-2.2,40.3,5.0,5.31,52,0,0,50,50,60,11111100,1.11e+17,1.11e+27,111,-1,43,50,0.81,17.92,4.5,4.5,4.5,4.5,-1,-1,4.5,-115,-120,50,50,4.5,-125,-106,52,48,4.5,-115,-115,50,50,4.5,-125,-102,52,48,4.5,-120,-110,51,49
850,3.5,-118,-143,6.0,1,0,6.1,0.6,25.0,3.51,60,0,0,48,52,60,100110111,1e+18,1e+28,1001,24,42,18,0.01,0.37,3.5,3.5,3.5,3.5,-1,-1,3.5,-105,-125,48,52,-1,-1,-1,-1,-1,3.5,-105,-125,48,52,3.5,-102,-125,48,52,3.5,105,-140,46,54
851,20.5,-132,-129,5.9,1,0,0.8,60.0,-22.5,22.3,41,1,0,50,50,50,1000111100,1e+19,1.0000000000000001e+29,10001,33,48,50,1.8,8.77,20.5,20.5,20.5,20.5,-1,-1,20.5,-120,-115,50,50,-1,-1,-1,-1,-1,20.5,-115,-115,50,50,-1,-1,-1,-1,-1,20.5,-105,-125,48,52
854,16.5,-118,-141,5.7,1,0,0.1,18.0,20.0,17.04,58,1,0,48,52,50,1111010000,1.11e+19,1.11e+29,11110,35,46,27,0.54,3.28,16.5,16.5,16.5,16.5,-1,-1,16.5,-110,-120,49,51,-1,-1,-1,-1,-1,16.5,-110,-120,49,51,16.5,-122,-104,52,48,16.5,-115,-115,50,50
855,8.5,-141,-120,-5.7,0,0,-2.4,10.1,-42.5,8.8,33,0,0,52,48,20,1010000000,1.01e+19,1.01e+29,10100,27,37,40,0.3,3.56,8.5,8.5,8.5,8.5,-1,-1,8.5,-125,-105,52,48,-1,-1,-1,-1,-1,8.5,-125,-105,52,48,8.5,-120,-106,51,49,8.5,-120,-110,51,49
857,35.5,-137,-122,-5.4,0,0,-1.1,-53.3,20.0,33.9,58,1,0,51,49,70,101101111,1.01e+18,1.01e+28,1011,55,58,50,-1.6,-4.5,35.5,35.5,35.5,35.5,-1,-1,35.5,-120,-110,51,49,-1,-1,-1,-1,-1,35.5,-120,-110,51,49,35.5,-113,-113,50,50,35.5,-120,-110,51,49
858,22.5,-117,-143,5.4,1,0,20.6,-54.9,42.5,20.85,67,1,0.4,48,52,60,1111001001,1.11e+19,1.11e+29,11110,72,56,100,-1.65,-7.31,22.5,22.5,22.5,22.5,-1,-1,22.5,-105,-130,48,52,23.5,102,-107,49,51,22.5,-105,-125,48,52,23.5,-120,-106,51,49,23.5,-125,-105,52,48
859,1.5,-148,-114,5.3,1,0,-6.2,14.6,35.0,1.79,64,0,0,53,47,60,1111000101,1.11e+19,1.11e+29,11110,-1,33,0,0.29,19.4,-1,-1,1.5,1.5,-1,-1,1.5,-135,100,53,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,-125,-105,52,48
860,22.5,-124,-136,5.2,1,0,7.6,47.2,-30.0,23.92,38,1,0.1,49,51,40,10001011,1e+17,1.0000000000000002e+27,100,80,64,81,1.42,6.29,22.5,22.5,22.5,22.5,-1,-1,22.5,-110,-120,49,51,23.5,110,112,50,50,22.5,-110,-120,49,51,22.5,-111,-115,50,50,22.5,-110,-120,49,51
861,42.5,-139,-121,5.1,1,0,5.7,-19.2,40.0,41.92,66,0,0.1,52,48,60,1101101001,1.1e+19,1.1e+29,11011,47,60,15,-0.58,-1.36,42.5,42.5,42.5,42.5,-1,-1,42.5,-125,-105,52,48,43.5,108,104,50,50,42.5,-120,-110,51,49,42.5,-111,-115,50,50,42.5,-120,-110,51,49
862,2.5,-134,-125,-5.0,0,0,-2.3,-25.6,-2.5,1.99,49,0,0,51,49,50,1101100001,1.1e+19,1.1e+29,11011,18,24,67,-0.51,-20.47,2.5,2.5,-1,-1,-1,-1,2.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
863,7.5,-115,-148,5.0,1,0,2.1,48.2,-20.0,8.95,42,1,0,47,53,50,10010111,1e+17,1.0000000000000002e+27,100,47,44,48,1.45,19.27,7.5,7.5,7.5,7.5,-1,-1,7.5,100,-130,47,53,7.5,-120,-112,51,49,7.5,100,-130,47,53,7.5,-115,-111,50,50,7.5,-105,-125,48,52
864,13.5,-141,-120,4.9,1,0,-1.2,13.2,22.5,13.9,59,0,0,52,48,70,101101111,1.01e+18,1.01e+28,1011,35,48,44,0.4,2.93,13.5,13.5,13.5,13.5,-1,-1,13.5,-125,-105,52,48,13.5,110,-108,48,52,13.5,-125,-105,52,48,13.5,-118,-108,51,49,13.5,-120,-110,51,49
865,25.5,-132,-127,-4.8,0,0,-0.8,-50.5,20.0,23.99,58,1,0,50,50,70,101101111,1.01e+18,1.01e+28,1011,50,61,0,-1.51,-5.94,25.5,25.5,25.5,25.5,-1,-1,25.5,-120,-110,51,49,-1,-1,-1,-1,-1,25.5,-115,-115,50,50,25.5,-113,-113,50,50,25.5,-120,-110,51,49
866,15.5,-134,-125,4.8,1,0,-0.8,34.0,0.0,16.52,50,1,0,51,49,50,1101001001,1.1e+19,1.1e+29,11010,78,51,75,1.02,6.57,-1,-1,15.5,15.5,-1,-1,15.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.5,-115,-115,50,50
867,5.5,-132,-129,4.6,1,0,-1.7,52.5,-17.5,6.55,43,1,0,50,50,50,1100001011,1.1e+19,1.1e+29,11000,18,33,25,1.05,19.08,5.5,5.5,5.5,5.5,-1,-1,5.5,-120,-115,50,50,5.5,-118,-113,51,49,5.5,-115,-115,50,50,5.5,-128,100,53,47,5.5,-115,-115,50,50
868,14.5,-141,-120,4.6,1,0,-15.9,32.9,35.0,15.49,64,1,0.4,52,48,70,1011111001,1.01e+19,1.01e+29,10111,23,38,20,0.99,6.8,-1,-1,14.5,14.5,-1,-1,14.5,-125,-105,52,48,-1,-1,-1,-1,-1,14.5,-135,105,54,46,13.5,104,-132,46,54,13.5,105,-140,46,54
869,2.5,-137,-122,-4.6,0,-1,-2.3,2.4,-27.5,2.55,39,1,0,51,49,30,111000000,1.11e+18,1.11e+28,1110,45,45,50,0.05,1.95,-1,-1,-1,-1,-1,-1,2.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
870,5.5,-120,-141,-4.5,0,0,2.3,19.7,-55.0,5.89,28,1,0,48,52,30,10011,100000000000000.0,1e+24,0,21,53,20,0.39,7.16,5.5,5.5,5.5,5.5,-1,-1,5.5,-105,-125,48,52,5.5,-117,-114,50,50,5.5,-105,-125,48,52,5.5,-111,-115,50,50,5.5,-110,-120,49,51
871,3.5,-137,-122,-4.4,0,0,-2.3,-41.4,17.5,2.67,57,0,0,51,49,70,11111011,1.11e+17,1.11e+27,111,19,33,0,-0.83,-23.64,3.5,3.5,-1,-1,-1,-1,3.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
872,1.5,-115,-148,4.4,1,0,4.2,24.3,-5.0,1.99,48,0,0,47,53,50,1100011001,1.1e+19,1.1e+29,11000,54,57,46,0.49,32.38,1.5,1.5,-1,-1,-1,-1,1.5,100,-130,47,53,1.5,-104,-129,48,52,-1,-1,-1,-1,-1,1.5,-113,-113,50,50,-1,-1,-1,-1,-1
873,42.5,-124,-136,4.3,1,0,0.1,-26.3,55.0,41.71,72,1,0,49,51,70,1011111001,1.01e+19,1.01e+29,10111,28,51,20,-0.79,-1.86,42.5,42.5,42.5,42.5,-1,-1,42.5,-110,-120,49,51,-1,-1,-1,-1,-1,42.5,-110,-120,49,51,42.5,-122,-104,52,48,42.5,-115,-115,50,50
874,5.5,-120,-141,-4.3,0,0,5.5,-31.5,-10.0,4.87,46,1,0,48,52,40,1001100010,1e+19,1.0000000000000001e+29,10011,13,36,0,-0.63,-11.44,5.5,5.5,5.5,5.5,-1,-1,5.5,-105,-125,48,52,-1,-1,-1,-1,-1,5.5,-105,-125,48,52,5.5,104,-132,46,54,5.5,-105,-125,48,52
875,3.5,-152,-112,-4.3,0,-1,-10.5,50.9,-55.0,4.52,28,0,0,53,47,20,100010000,1e+18,1e+28,1000,51,46,14,1.02,29.08,-1,-1,-1,-1,-1,-1,3.5,-135,100,53,47,-1,-1,-1,-1,-1,3.5,-130,100,53,47,3.5,-150,118,57,43,3.5,-145,110,55,45
876,17.5,-124,-136,-4.2,0,0,7.1,-57.4,12.5,15.78,55,0,0.1,49,51,60,11111100,1.11e+17,1.11e+27,111,-1,43,50,-1.72,-9.84,17.5,17.5,17.5,17.5,-1,-1,17.5,-110,-120,49,51,18.5,-108,104,51,49,17.5,-110,-120,49,51,17.5,-113,-113,50,50,17.5,-110,-120,49,51
877,0.5,-134,-127,-4.1,0,0,-3,4.7,-25.0,0.57,40,1,0,51,49,30,1000110,1e+16,1e+26,10,37,38,27,0.07,14.05,0.5,0.5,-1,-1,-1,-1,0.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
878,4.5,-136,-124,4.0,1,0,-2.8,48.4,-15.0,5.47,44,0,0,51,49,40,1010011000,1.01e+19,1.01e+29,10100,40,26,24,0.97,21.52,4.5,4.5,4.5,4.5,-1,-1,4.5,-120,-110,51,49,-1,-1,-1,-1,-1,4.5,-120,-110,51,49,4.5,-122,-104,52,48,4.5,-120,-110,51,49
879,18.5,-114,-148,4.0,1,0,8.8,-6.1,12.5,18.32,55,0,0.1,47,53,60,1101001110,1.1e+19,1.1e+29,11010,62,50,33,-0.18,-0.98,18.5,18.5,18.5,18.5,-1,-1,18.5,-105,-130,48,52,19.5,-108,104,51,49,18.5,-105,-125,48,52,18.5,-104,-122,48,52,18.5,-105,-125,48,52
881,1.5,-136,-125,3.9,1,0,-2.8,10.2,22.5,1.7,59,1,0,51,49,60,1101010011,1.1e+19,1.1e+29,11010,23,37,25,0.2,13.67,1.5,1.5,1.5,1.5,-1,-1,1.5,-120,-110,51,49,-1,-1,-1,-1,-1,1.5,-120,-110,51,49,1.5,-122,-104,52,48,1.5,-120,-110,51,49
882,5.5,-127,-132,-3.9,0,0,-2.5,-20.4,0.0,5.09,50,0,0,50,50,40,10111000,1.01e+17,1.0100000000000001e+27,101,30,58,53,-0.41,-7.44,5.5,5.5,5.5,5.5,-1,-1,5.5,-115,-120,50,50,5.5,-130,-103,53,47,5.5,-115,-115,50,50,5.5,-130,102,53,47,5.5,-115,-115,50,50
883,10.5,-139,-121,3.9,1,0,-2,10.4,20.0,10.81,58,0,0,52,48,60,1110011001,1.11e+19,1.11e+29,11100,72,47,89,0.31,2.98,10.5,10.5,10.5,10.5,-1,-1,10.5,-125,-105,52,48,-1,-1,-1,-1,-1,10.5,-120,-110,51,49,-1,-1,-1,-1,-1,10.5,-120,-110,51,49
884,3.5,-118,-143,-3.8,0,0,1.2,1.8,-30.0,3.54,38,1,0,48,52,30,1010100000,1.01e+19,1.01e+29,10101,-1,31,50,0.04,1.01,3.5,3.5,3.5,3.5,-1,-1,3.5,-105,-125,48,52,-1,-1,-1,-1,-1,3.5,-120,-110,51,49,3.5,-108,-118,49,51,3.5,-115,-115,50,50
885,4.5,-152,-112,3.7,1,0,-6.5,54.8,-15.0,5.6,44,0,0,53,47,50,100111100,1e+18,1e+28,1001,47,55,33,1.1,24.37,4.5,4.5,4.5,4.5,-1,-1,4.5,-135,100,53,47,4.5,-127,-106,52,48,4.5,-130,100,53,47,4.5,-132,104,54,46,4.5,-125,-105,52,48
886,20.5,-121,-139,3.7,1,0,2,14.9,5.0,20.95,52,0,0,48,52,50,11101001,1.11e+17,1.11e+27,111,25,46,22,0.45,2.18,20.5,20.5,20.5,20.5,-1,-1,20.5,-105,-125,48,52,-1,-1,-1,-1,-1,20.5,-105,-125,48,52,-1,-1,-1,-1,-1,20.5,-115,-115,50,50
887,26.5,-139,-122,-3.6,0,0,-10.1,39.4,-40.0,27.68,34,1,0.2,51,49,30,100001010,1e+18,1e+28,1000,2,18,14,1.18,4.46,26.5,26.5,26.5,26.5,-1,-1,26.5,-120,-110,51,49,-1,-1,-1,-1,-1,26.5,-125,-105,52,48,25.5,-111,-115,50,50,26.5,-125,-105,52,48
888,0.5,-113,-150,3.6,1,0,10.4,19.8,-20.0,0.8,42,0,0,47,53,50,101001110,1.01e+18,1.01e+28,1010,51,49,30,0.3,59.32,0.5,0.5,-1,-1,-1,-1,0.5,100,-135,47,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
889,26.5,-130,-129,3.6,1,0,0,11.5,12.5,26.85,55,0,0,50,50,60,1001011110,1e+19,1.0000000000000001e+29,10010,26,53,20,0.35,1.31,26.5,26.5,26.5,26.5,-1,-1,26.5,-115,-115,50,50,26.5,106,-110,48,52,26.5,-120,-110,51,49,26.5,-118,-108,51,49,26.5,-115,-115,50,50
890,5.5,-122,-137,-3.6,0,0,1.1,-14.0,-12.5,5.22,45,1,0,49,51,50,10110101,1.01e+17,1.0100000000000001e+27,101,6,15,14,-0.28,-5.08,5.5,5.5,5.5,5.5,-1,-1,5.5,-110,-120,49,51,-1,-1,-1,-1,-1,5.5,-110,-120,49,51,5.5,-113,-113,50,50,5.5,-115,-115,50,50
891,32.5,-134,-127,3.5,1,0,-1,65.6,-40.0,34.47,34,0,0,51,49,30,1110000,1.11e+16,1.11e+26,11,25,34,30,1.97,6.06,32.5,32.5,32.5,32.5,-1,-1,32.5,-120,-110,51,49,-1,-1,-1,-1,-1,32.5,-120,-110,51,49,-1,-1,-1,-1,-1,32.5,-115,-115,50,50
892,27.5,-139,-122,-3.5,0,0,-16.7,-6.8,22.5,27.29,59,1,0.3,51,49,50,1110110000,1.11e+19,1.11e+29,11101,19,44,7,-0.21,-0.75,27.5,27.5,27.5,27.5,-1,-1,27.5,-120,-110,51,49,-1,-1,-1,-1,-1,27.5,-120,-110,51,49,26.5,-113,-113,50,50,26.5,-105,-125,48,52
893,18.5,-122,-137,-3.5,0,0,9.4,-17.5,-27.5,17.98,39,1,0.2,49,51,40,110011,1100000000000000.0,1.0999999999999998e+25,1,76,71,92,-0.52,-2.83,18.5,18.5,18.5,18.5,-1,-1,18.5,-110,-120,49,51,-1,-1,-1,-1,-1,18.5,-110,-120,49,51,-1,-1,-1,-1,-1,19.5,-145,110,55,45
