,Player,Position,Date,Market Name,Line,Site Less,Site More,Player_Slug,PLAYER_NAME,PLAYER_ID
569,Shai Gilgeous-Alexander,G,2/27/2024,PTS+REB+AST,44.5,-130,-129,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
570,Shai Gilgeous-Alexander,G,2/27/2024,Points,31.5,-130,-130,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
571,Shai Gilgeous-Alexander,G,2/27/2024,Assists,6.5,-112,-152,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
572,Shai Gilgeous-Alexander,G,2/27/2024,Rebounds,5.5,-112,-152,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
573,Shai Gilgeous-Alexander,G,2/27/2024,Turnovers,2.5,-124,-136,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
574,Shai Gilgeous-Alexander,G,2/27/2024,Steals,1.5,-143,-118,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
575,Shai Gilgeous-Alexander,G,2/29/2024,PTS+REB+AST,43.5,-134,-125,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
576,Shai Gilgeous-Alexander,G,2/29/2024,Turnovers,2.5,-152,-112,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
577,Shai Gilgeous-Alexander,G,2/29/2024,Points,30.5,-121,-139,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
578,Shai Gilgeous-Alexander,G,2/29/2024,Assists,6.5,-120,-141,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
579,Shai Gilgeous-Alexander,G,2/29/2024,Rebounds,5.5,-136,-124,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
580,Shai Gilgeous-Alexander,G,2/29/2024,3PT Made,1.5,-143,-118,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
581,Shai Gilgeous-Alexander,G,2/29/2024,Steals,1.5,-136,-125,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
582,Shai Gilgeous-Alexander,G,3/3/2024,Points,31.5,-124,-136,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
583,Shai Gilgeous-Alexander,G,3/3/2024,PTS+REB+AST,44.5,-136,-125,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
584,Shai Gilgeous-Alexander,G,3/3/2024,Rebounds,5.5,-115,-148,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
585,Shai Gilgeous-Alexander,G,3/3/2024,Turnovers,2.5,-132,-129,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
586,Shai Gilgeous-Alexander,G,3/3/2024,Steals,1.5,-143,-118,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
587,Shai Gilgeous-Alexander,G,3/3/2024,Assists,6.5,-136,-124,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
588,Shai Gilgeous-Alexander,G,3/4/2024,PTS+REB+AST,43.5,-130,-130,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
589,Shai Gilgeous-Alexander,G,3/4/2024,Points,30.5,-124,-136,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
590,Shai Gilgeous-Alexander,G,3/4/2024,Assists,6.5,-120,-141,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
591,Shai Gilgeous-Alexander,G,3/4/2024,Steals,1.5,-152,-112,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
592,Shai Gilgeous-Alexander,G,3/6/2024,PTS+REB+AST,43.5,-130,-129,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
593,Shai Gilgeous-Alexander,G,3/6/2024,Turnovers,2.5,-150,-113,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
594,Shai Gilgeous-Alexander,G,3/6/2024,Points,30.5,-114,-148,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
595,Shai Gilgeous-Alexander,G,3/6/2024,Steals,1.5,-139,-121,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
596,Shai Gilgeous-Alexander,G,3/8/2024,PTS+REB+AST,42.5,-129,-132,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
597,Shai Gilgeous-Alexander,G,3/8/2024,Points,30.5,-134,-125,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
598,Shai Gilgeous-Alexander,G,3/8/2024,Turnovers,2.5,-117,-145,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
599,Shai Gilgeous-Alexander,G,3/10/2024,Points,29.5,-124,-136,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
600,Shai Gilgeous-Alexander,G,3/10/2024,Assists,5.5,-112,-152,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
601,Shai Gilgeous-Alexander,G,3/10/2024,PTS+REB+AST,41.5,-136,-124,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
602,Shai Gilgeous-Alexander,G,3/10/2024,Rebounds,5.5,-120,-141,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
603,Shai Gilgeous-Alexander,G,3/10/2024,Turnovers,2.5,-117,-145,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
604,Shai Gilgeous-Alexander,G,3/10/2024,Steals,1.5,-134,-125,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
605,Shai Gilgeous-Alexander,G,3/12/2024,PTS+REB+AST,45.5,-134,-127,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
606,Shai Gilgeous-Alexander,G,3/12/2024,Points,32.5,-118,-143,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
607,Shai Gilgeous-Alexander,G,3/12/2024,Turnovers,2.5,-125,-134,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
608,Shai Gilgeous-Alexander,G,3/12/2024,Steals,1.5,-150,-114,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
609,Shai Gilgeous-Alexander,G,3/12/2024,Assists,6.5,-121,-139,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
610,Shai Gilgeous-Alexander,G,3/12/2024,Rebounds,5.5,-115,-145,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
611,Shai Gilgeous-Alexander,G,3/14/2024,Points,30.5,-124,-136,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
612,Shai Gilgeous-Alexander,G,3/14/2024,PTS+REB+AST,43.5,-139,-121,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
613,Shai Gilgeous-Alexander,G,3/14/2024,3PT Made,1.5,-129,-130,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
614,Shai Gilgeous-Alexander,G,3/16/2024,Rebounds,5.5,-129,-132,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
615,Shai Gilgeous-Alexander,G,3/16/2024,Assists,5.5,-129,-130,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
616,Shai Gilgeous-Alexander,G,3/16/2024,PTS+REB+AST,42.5,-139,-121,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
617,Shai Gilgeous-Alexander,G,3/16/2024,Steals,1.5,-115,-148,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
618,Shai Gilgeous-Alexander,G,3/16/2024,Points,30.5,-127,-134,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
619,Shai Gilgeous-Alexander,G,3/16/2024,3PT Made,1.5,-118,-143,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
620,Shai Gilgeous-Alexander,G,4/2/2024,PTS+REB+AST,41.5,-137,-124,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
621,Shai Gilgeous-Alexander,G,4/2/2024,3PT Made,1.5,-132,-129,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
622,Shai Gilgeous-Alexander,G,4/2/2024,Assists,5.5,-134,-127,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
623,Shai Gilgeous-Alexander,G,4/2/2024,Points,29.5,-118,-143,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
624,Shai Gilgeous-Alexander,G,4/2/2024,Rebounds,5.5,-129,-130,shai-gilgeous-alexander,Shai Gilgeous-Alexander,1628983
625,Cason Wallace,G,2/25/2024,PTS+REB+AST,8.5,-127,-132,cason-wallace,Cason Wallace,1641717
626,Cason Wallace,G,2/25/2024,Points,5.5,-148,-114,cason-wallace,Cason Wallace,1641717
627,Cason Wallace,G,2/27/2024,Points,5.5,-121,-139,cason-wallace,Cason Wallace,1641717
628,Cason Wallace,G,2/27/2024,PTS+REB+AST,9.5,-143,-117,cason-wallace,Cason Wallace,1641717
629,Cason Wallace,G,3/10/2024,PTS+REB+AST,8.5,-124,-137,cason-wallace,Cason Wallace,1641717
630,Tre Jones,G,2/25/2024,PTS+REB+AST,21.5,-143,-118,tre-jones,Tre Jones,1630200
631,Tre Jones,G,2/25/2024,Points,10.5,-137,-122,tre-jones,Tre Jones,1630200
632,Tre Jones,G,2/25/2024,3PT Made,0.5,-127,-132,tre-jones,Tre Jones,1630200
633,Tre Jones,G,2/27/2024,PTS+REB+AST,18.5,-125,-134,tre-jones,Tre Jones,1630200
634,Tre Jones,G,2/27/2024,Points,8.5,-118,-143,tre-jones,Tre Jones,1630200
635,Tre Jones,G,2/27/2024,Assists,6.5,-139,-122,tre-jones,Tre Jones,1630200
636,Tre Jones,G,2/27/2024,PTS+REB+AST,18.5,-121,-139,tre-jones,Tre Jones,1630200
637,Tre Jones,G,2/27/2024,Points,8.5,-113,-150,tre-jones,Tre Jones,1630200
638,Tre Jones,G,2/27/2024,Assists,6.5,-143,-117,tre-jones,Tre Jones,1630200
639,Tre Jones,G,2/29/2024,PTS+REB+AST,19.5,-122,-137,tre-jones,Tre Jones,1630200
640,Tre Jones,G,2/29/2024,Points,9.5,-130,-129,tre-jones,Tre Jones,1630200
641,Tre Jones,G,2/29/2024,3PT Made,0.5,-136,-124,tre-jones,Tre Jones,1630200
642,Tre Jones,G,2/29/2024,Assists,6.5,-127,-132,tre-jones,Tre Jones,1630200
643,Tre Jones,G,3/3/2024,Points,9.5,-129,-130,tre-jones,Tre Jones,1630200
644,Tre Jones,G,3/3/2024,PTS+REB+AST,20.5,-136,-124,tre-jones,Tre Jones,1630200
645,Tre Jones,G,3/7/2024,PTS+REB+AST,20.5,-118,-143,tre-jones,Tre Jones,1630200
646,Tre Jones,G,3/7/2024,Points,10.5,-114,-148,tre-jones,Tre Jones,1630200
647,Tre Jones,G,3/7/2024,Rebounds,3.5,-143,-117,tre-jones,Tre Jones,1630200
648,Tre Jones,G,3/7/2024,3PT Made,0.5,-122,-137,tre-jones,Tre Jones,1630200
649,Tre Jones,G,3/7/2024,Turnovers,1.5,-150,-113,tre-jones,Tre Jones,1630200
650,Tre Jones,G,3/9/2024,PTS+REB+AST,18.5,-117,-145,tre-jones,Tre Jones,1630200
651,Tre Jones,G,3/9/2024,Points,8.5,-124,-136,tre-jones,Tre Jones,1630200
652,Tre Jones,G,3/9/2024,Rebounds,3.5,-122,-137,tre-jones,Tre Jones,1630200
653,Tre Jones,G,3/9/2024,3PT Made,0.5,-125,-134,tre-jones,Tre Jones,1630200
654,Tre Jones,G,3/11/2024,Rebounds,3.5,-121,-139,tre-jones,Tre Jones,1630200
655,Tre Jones,G,3/11/2024,Points,8.5,-132,-127,tre-jones,Tre Jones,1630200
656,Tre Jones,G,3/11/2024,PTS+REB+AST,19.5,-132,-127,tre-jones,Tre Jones,1630200
657,Tre Jones,G,3/11/2024,3PT Made,0.5,-121,-139,tre-jones,Tre Jones,1630200
658,Tre Jones,G,3/15/2024,PTS+REB+AST,17.5,-121,-139,tre-jones,Tre Jones,1630200
659,Tre Jones,G,3/15/2024,Points,8.5,-134,-127,tre-jones,Tre Jones,1630200
660,Tre Jones,G,3/17/2024,PTS+REB+AST,19.5,-121,-139,tre-jones,Tre Jones,1630200
661,Tre Jones,G,3/17/2024,Points,8.5,-113,-150,tre-jones,Tre Jones,1630200
662,Tre Jones,G,3/17/2024,Rebounds,3.5,-117,-143,tre-jones,Tre Jones,1630200
663,Tre Jones,G,3/17/2024,3PT Made,0.5,-121,-139,tre-jones,Tre Jones,1630200
664,Tre Jones,G,3/19/2024,Rebounds,3.5,-118,-143,tre-jones,Tre Jones,1630200
665,Tre Jones,G,3/19/2024,PTS+REB+AST,21.5,-130,-130,tre-jones,Tre Jones,1630200
666,Tre Jones,G,3/19/2024,3PT Made,0.5,-113,-150,tre-jones,Tre Jones,1630200
667,Tre Jones,G,3/19/2024,Points,10.5,-130,-129,tre-jones,Tre Jones,1630200
668,Tre Jones,G,4/2/2024,PTS+REB+AST,20.5,-130,-129,tre-jones,Tre Jones,1630200
669,Tre Jones,G,4/2/2024,Rebounds,3.5,-129,-130,tre-jones,Tre Jones,1630200
670,Tre Jones,G,4/2/2024,Points,10.5,-150,-113,tre-jones,Tre Jones,1630200
671,Tre Jones,G,4/2/2024,Assists,6.5,-134,-125,tre-jones,Tre Jones,1630200
672,Tre Jones,G,4/2/2024,Turnovers,1.5,-143,-117,tre-jones,Tre Jones,1630200
673,Harrison Barnes,F,2/25/2024,Points,12.5,-139,-122,harrison-barnes,Harrison Barnes,203084
674,Harrison Barnes,F,2/25/2024,PTS+REB+AST,16.5,-132,-127,harrison-barnes,Harrison Barnes,203084
675,Harrison Barnes,F,2/25/2024,3PT Made,1.5,-118,-143,harrison-barnes,Harrison Barnes,203084
676,Harrison Barnes,F,2/26/2024,Points,12.5,-148,-114,harrison-barnes,Harrison Barnes,203084
677,Harrison Barnes,F,2/26/2024,Steals,0.5,-130,-129,harrison-barnes,Harrison Barnes,203084
678,Harrison Barnes,F,2/26/2024,PTS+REB+AST,16.5,-130,-130,harrison-barnes,Harrison Barnes,203084
679,Harrison Barnes,F,3/6/2024,Assists,0.5,-115,-145,harrison-barnes,Harrison Barnes,203084
680,Harrison Barnes,F,3/6/2024,Rebounds,2.5,-120,-141,harrison-barnes,Harrison Barnes,203084
681,Harrison Barnes,F,3/6/2024,Turnovers,0.5,-124,-136,harrison-barnes,Harrison Barnes,203084
682,Harrison Barnes,F,3/6/2024,Points,10.5,-127,-132,harrison-barnes,Harrison Barnes,203084
683,Harrison Barnes,F,3/6/2024,PTS+REB+AST,14.5,-141,-118,harrison-barnes,Harrison Barnes,203084
684,Harrison Barnes,F,3/6/2024,3PT Made,1.5,-150,-113,harrison-barnes,Harrison Barnes,203084
685,Harrison Barnes,F,3/10/2024,PTS+REB+AST,15.5,-143,-118,harrison-barnes,Harrison Barnes,203084
686,Harrison Barnes,F,3/10/2024,Points,11.5,-129,-130,harrison-barnes,Harrison Barnes,203084
687,Harrison Barnes,F,3/10/2024,Assists,0.5,-114,-148,harrison-barnes,Harrison Barnes,203084
688,Harrison Barnes,F,3/10/2024,3PT Made,1.5,-136,-124,harrison-barnes,Harrison Barnes,203084
689,Harrison Barnes,F,3/10/2024,Rebounds,2.5,-117,-145,harrison-barnes,Harrison Barnes,203084
690,Harrison Barnes,F,3/10/2024,Steals,0.5,-136,-125,harrison-barnes,Harrison Barnes,203084
691,Harrison Barnes,F,3/12/2024,3PT Made,1.5,-148,-114,harrison-barnes,Harrison Barnes,203084
692,Harrison Barnes,F,3/12/2024,PTS+REB+AST,14.5,-121,-139,harrison-barnes,Harrison Barnes,203084
693,Harrison Barnes,F,3/12/2024,Rebounds,2.5,-120,-141,harrison-barnes,Harrison Barnes,203084
694,Harrison Barnes,F,3/12/2024,Steals,0.5,-117,-143,harrison-barnes,Harrison Barnes,203084
695,Harrison Barnes,F,3/12/2024,Points,10.5,-112,-152,harrison-barnes,Harrison Barnes,203084
696,Harrison Barnes,F,3/13/2024,PTS+REB+AST,15.5,-130,-130,harrison-barnes,Harrison Barnes,203084
697,Harrison Barnes,F,3/13/2024,Points,11.5,-115,-145,harrison-barnes,Harrison Barnes,203084
698,Harrison Barnes,F,3/13/2024,Rebounds,2.5,-141,-118,harrison-barnes,Harrison Barnes,203084
699,Harrison Barnes,F,3/13/2024,Steals,0.5,-129,-130,harrison-barnes,Harrison Barnes,203084
700,Harrison Barnes,F,3/13/2024,3PT Made,1.5,-117,-145,harrison-barnes,Harrison Barnes,203084
701,Harrison Barnes,F,3/13/2024,Turnovers,0.5,-115,-145,harrison-barnes,Harrison Barnes,203084
702,Harrison Barnes,F,3/16/2024,PTS+REB+AST,15.5,-134,-125,harrison-barnes,Harrison Barnes,203084
703,Harrison Barnes,F,3/16/2024,Points,11.5,-134,-127,harrison-barnes,Harrison Barnes,203084
704,Harrison Barnes,F,4/2/2024,PTS+REB+AST,19.5,-134,-125,harrison-barnes,Harrison Barnes,203084
705,Harrison Barnes,F,4/2/2024,Steals,0.5,-143,-118,harrison-barnes,Harrison Barnes,203084
706,Harrison Barnes,F,4/2/2024,Points,14.5,-122,-137,harrison-barnes,Harrison Barnes,203084
707,Terance Mann,G,2/25/2024,Points,10.5,-134,-125,terance-mann,Terance Mann,1629611
708,Terance Mann,G,2/25/2024,Rebounds,3.5,-113,-150,terance-mann,Terance Mann,1629611
709,Terance Mann,G,2/25/2024,PTS+REB+AST,16.5,-132,-127,terance-mann,Terance Mann,1629611
710,Terance Mann,G,3/3/2024,Points,8.5,-117,-143,terance-mann,Terance Mann,1629611
711,Terance Mann,G,3/3/2024,Rebounds,3.5,-132,-129,terance-mann,Terance Mann,1629611
712,Terance Mann,G,3/3/2024,PTS+REB+AST,14.5,-132,-129,terance-mann,Terance Mann,1629611
713,Terance Mann,G,3/6/2024,PTS+REB+AST,11.5,-134,-125,terance-mann,Terance Mann,1629611
714,Terance Mann,G,3/6/2024,Points,6.5,-127,-134,terance-mann,Terance Mann,1629611
715,Terance Mann,G,3/6/2024,3PT Made,0.5,-114,-148,terance-mann,Terance Mann,1629611
716,Terance Mann,G,3/6/2024,Turnovers,0.5,-134,-125,terance-mann,Terance Mann,1629611
717,Terance Mann,G,3/17/2024,Points,10.5,-143,-117,terance-mann,Terance Mann,1629611
718,Terance Mann,G,3/17/2024,PTS+REB+AST,15.5,-120,-141,terance-mann,Terance Mann,1629611
719,Terance Mann,G,3/17/2024,Assists,1.5,-112,-152,terance-mann,Terance Mann,1629611
720,Terance Mann,G,3/17/2024,Rebounds,3.5,-115,-145,terance-mann,Terance Mann,1629611
721,Terance Mann,G,3/17/2024,Steals,0.5,-132,-129,terance-mann,Terance Mann,1629611
722,Terance Mann,G,4/2/2024,PTS+REB+AST,12.5,-122,-137,terance-mann,Terance Mann,1629611
723,Terance Mann,G,4/2/2024,Steals,0.5,-152,-112,terance-mann,Terance Mann,1629611
724,Terance Mann,G,4/2/2024,Turnovers,0.5,-118,-143,terance-mann,Terance Mann,1629611
725,Terance Mann,G,4/2/2024,Points,8.5,-136,-125,terance-mann,Terance Mann,1629611
726,Cam Whitmore,F,2/25/2024,Points,12.5,-130,-130,cam-whitmore,Cam Whitmore,1641715
727,Cam Whitmore,F,2/25/2024,Steals,0.5,-145,-117,cam-whitmore,Cam Whitmore,1641715
728,Cam Whitmore,F,2/25/2024,PTS+REB+AST,17.5,-139,-121,cam-whitmore,Cam Whitmore,1641715
729,Cam Whitmore,F,2/25/2024,Turnovers,1.5,-148,-114,cam-whitmore,Cam Whitmore,1641715
730,Cam Whitmore,F,2/27/2024,PTS+REB+AST,15.5,-115,-145,cam-whitmore,Cam Whitmore,1641715
731,Cam Whitmore,F,2/27/2024,Points,11.5,-121,-139,cam-whitmore,Cam Whitmore,1641715
732,Cam Whitmore,F,2/27/2024,Rebounds,3.5,-132,-129,cam-whitmore,Cam Whitmore,1641715
733,Cam Whitmore,F,3/2/2024,Points,12.5,-137,-122,cam-whitmore,Cam Whitmore,1641715
734,Cam Whitmore,F,3/2/2024,PTS+REB+AST,17.5,-137,-124,cam-whitmore,Cam Whitmore,1641715
735,Cam Whitmore,F,3/2/2024,3PT Made,1.5,-114,-148,cam-whitmore,Cam Whitmore,1641715
736,Cam Whitmore,F,3/2/2024,Assists,0.5,-129,-132,cam-whitmore,Cam Whitmore,1641715
737,Cam Whitmore,F,3/2/2024,Steals,0.5,-115,-145,cam-whitmore,Cam Whitmore,1641715
738,Cam Whitmore,F,3/10/2024,Points,12.5,-139,-121,cam-whitmore,Cam Whitmore,1641715
739,Cam Whitmore,F,3/10/2024,PTS+REB+AST,17.5,-134,-127,cam-whitmore,Cam Whitmore,1641715
740,Cam Whitmore,F,3/10/2024,Assists,0.5,-122,-137,cam-whitmore,Cam Whitmore,1641715
741,Cam Whitmore,F,3/10/2024,Steals,0.5,-121,-139,cam-whitmore,Cam Whitmore,1641715
742,Cam Whitmore,F,3/10/2024,3PT Made,1.5,-150,-113,cam-whitmore,Cam Whitmore,1641715
743,Collin Sexton,G,2/25/2024,3PT Made,1.5,-113,-150,collin-sexton,Collin Sexton,1629012
744,Collin Sexton,G,2/25/2024,Points,19.5,-130,-129,collin-sexton,Collin Sexton,1629012
745,Collin Sexton,G,2/25/2024,PTS+REB+AST,28.5,-124,-136,collin-sexton,Collin Sexton,1629012
746,Collin Sexton,G,2/27/2024,Points,17.5,-127,-134,collin-sexton,Collin Sexton,1629012
747,Collin Sexton,G,2/27/2024,PTS+REB+AST,26.5,-118,-143,collin-sexton,Collin Sexton,1629012
748,Collin Sexton,G,2/27/2024,Assists,6.5,-152,-112,collin-sexton,Collin Sexton,1629012
749,Collin Sexton,G,2/27/2024,3PT Made,1.5,-130,-130,collin-sexton,Collin Sexton,1629012
750,Collin Sexton,G,2/27/2024,Rebounds,2.5,-118,-143,collin-sexton,Collin Sexton,1629012
751,Collin Sexton,G,2/27/2024,Points,17.5,-109,-154,collin-sexton,Collin Sexton,1629012
752,Collin Sexton,G,2/27/2024,3PT Made,1.5,-125,-136,collin-sexton,Collin Sexton,1629012
753,Collin Sexton,G,2/27/2024,PTS+REB+AST,27.5,-134,-127,collin-sexton,Collin Sexton,1629012
754,Collin Sexton,G,2/27/2024,Rebounds,2.5,-117,-143,collin-sexton,Collin Sexton,1629012
755,Collin Sexton,G,2/29/2024,Points,17.5,-136,-125,collin-sexton,Collin Sexton,1629012
756,Collin Sexton,G,2/29/2024,PTS+REB+AST,25.5,-141,-120,collin-sexton,Collin Sexton,1629012
757,Collin Sexton,G,2/29/2024,3PT Made,1.5,-152,-112,collin-sexton,Collin Sexton,1629012
758,Collin Sexton,G,2/29/2024,Rebounds,2.5,-139,-122,collin-sexton,Collin Sexton,1629012
759,Collin Sexton,G,3/2/2024,PTS+REB+AST,28.5,-143,-117,collin-sexton,Collin Sexton,1629012
760,Collin Sexton,G,3/2/2024,Points,19.5,-132,-127,collin-sexton,Collin Sexton,1629012
761,Collin Sexton,G,3/2/2024,Assists,5.5,-113,-150,collin-sexton,Collin Sexton,1629012
762,Collin Sexton,G,3/4/2024,Points,22.5,-136,-124,collin-sexton,Collin Sexton,1629012
763,Collin Sexton,G,3/4/2024,PTS+REB+AST,31.5,-132,-127,collin-sexton,Collin Sexton,1629012
764,Collin Sexton,G,3/4/2024,3PT Made,1.5,-117,-143,collin-sexton,Collin Sexton,1629012
765,Collin Sexton,G,3/4/2024,Assists,5.5,-114,-148,collin-sexton,Collin Sexton,1629012
766,Collin Sexton,G,3/6/2024,PTS+REB+AST,30.5,-141,-120,collin-sexton,Collin Sexton,1629012
767,Collin Sexton,G,3/6/2024,Assists,5.5,-150,-114,collin-sexton,Collin Sexton,1629012
768,Collin Sexton,G,3/6/2024,Points,21.5,-137,-122,collin-sexton,Collin Sexton,1629012
769,Collin Sexton,G,3/9/2024,PTS+REB+AST,29.5,-122,-137,collin-sexton,Collin Sexton,1629012
770,Collin Sexton,G,3/9/2024,Points,21.5,-130,-130,collin-sexton,Collin Sexton,1629012
771,Collin Sexton,G,3/12/2024,Points,21.5,-121,-139,collin-sexton,Collin Sexton,1629012
772,Collin Sexton,G,3/12/2024,PTS+REB+AST,30.5,-122,-137,collin-sexton,Collin Sexton,1629012
773,Collin Sexton,G,3/12/2024,Assists,5.5,-125,-134,collin-sexton,Collin Sexton,1629012
774,Collin Sexton,G,3/15/2024,PTS+REB+AST,32.5,-136,-124,collin-sexton,Collin Sexton,1629012
775,Collin Sexton,G,3/15/2024,Turnovers,2.5,-141,-120,collin-sexton,Collin Sexton,1629012
776,Collin Sexton,G,3/15/2024,Points,22.5,-118,-143,collin-sexton,Collin Sexton,1629012
777,Collin Sexton,G,3/16/2024,Points,22.5,-136,-124,collin-sexton,Collin Sexton,1629012
778,Collin Sexton,G,3/16/2024,PTS+REB+AST,31.5,-130,-129,collin-sexton,Collin Sexton,1629012
779,Collin Sexton,G,3/16/2024,Assists,5.5,-120,-141,collin-sexton,Collin Sexton,1629012
780,Collin Sexton,G,4/2/2024,Points,24.5,-143,-118,collin-sexton,Collin Sexton,1629012
781,Collin Sexton,G,4/2/2024,PTS+REB+AST,32.5,-124,-136,collin-sexton,Collin Sexton,1629012
782,Collin Sexton,G,4/2/2024,Assists,5.5,-152,-112,collin-sexton,Collin Sexton,1629012
783,Isaiah Joe,G,2/25/2024,Points,6.5,-122,-139,isaiah-joe,Isaiah Joe,1630198
784,Isaiah Joe,G,2/25/2024,PTS+REB+AST,10.5,-130,-129,isaiah-joe,Isaiah Joe,1630198
785,Isaiah Joe,G,2/25/2024,3PT Made,1.5,-139,-121,isaiah-joe,Isaiah Joe,1630198
786,Isaiah Joe,G,2/25/2024,Turnovers,0.5,-150,-114,isaiah-joe,Isaiah Joe,1630198
787,Isaiah Joe,G,2/27/2024,Points,6.5,-120,-141,isaiah-joe,Isaiah Joe,1630198
788,Isaiah Joe,G,2/27/2024,Turnovers,0.5,-137,-124,isaiah-joe,Isaiah Joe,1630198
789,Isaiah Joe,G,2/27/2024,PTS+REB+AST,10.5,-129,-130,isaiah-joe,Isaiah Joe,1630198
790,Isaiah Joe,G,2/27/2024,Steals,0.5,-141,-120,isaiah-joe,Isaiah Joe,1630198
791,Isaiah Joe,G,3/10/2024,PTS+REB+AST,9.5,-127,-132,isaiah-joe,Isaiah Joe,1630198
792,Isaiah Joe,G,3/10/2024,Turnovers,0.5,-134,-125,isaiah-joe,Isaiah Joe,1630198
793,Isaiah Joe,G,3/10/2024,3PT Made,1.5,-150,-113,isaiah-joe,Isaiah Joe,1630198
794,Domantas Sabonis,C,2/25/2024,Rebounds,12.5,-124,-136,domantas-sabonis,Domantas Sabonis,1627734
795,Domantas Sabonis,C,2/25/2024,Turnovers,2.5,-113,-150,domantas-sabonis,Domantas Sabonis,1627734
796,Domantas Sabonis,C,2/25/2024,Points,20.5,-118,-143,domantas-sabonis,Domantas Sabonis,1627734
797,Domantas Sabonis,C,2/25/2024,PTS+REB+AST,42.5,-127,-132,domantas-sabonis,Domantas Sabonis,1627734
798,Domantas Sabonis,C,2/25/2024,Assists,8.5,-137,-124,domantas-sabonis,Domantas Sabonis,1627734
799,Domantas Sabonis,C,2/26/2024,PTS+REB+AST,44.5,-125,-136,domantas-sabonis,Domantas Sabonis,1627734
800,Domantas Sabonis,C,2/26/2024,Points,20.5,-121,-139,domantas-sabonis,Domantas Sabonis,1627734
801,Domantas Sabonis,C,2/26/2024,Rebounds,14.5,-136,-124,domantas-sabonis,Domantas Sabonis,1627734
802,Domantas Sabonis,C,3/6/2024,Points,20.5,-141,-120,domantas-sabonis,Domantas Sabonis,1627734
803,Domantas Sabonis,C,3/6/2024,Rebounds,13.5,-114,-148,domantas-sabonis,Domantas Sabonis,1627734
804,Domantas Sabonis,C,3/6/2024,Turnovers,2.5,-136,-124,domantas-sabonis,Domantas Sabonis,1627734
805,Domantas Sabonis,C,3/6/2024,Blocks,0.5,-121,-139,domantas-sabonis,Domantas Sabonis,1627734
